advisor_pid,advisor,advisor_ResponseID,advisor_duration,advisor_browser_meta,advisor_consent_t_3,advisor_Intro_t_3,advisor_Line_t_3,advisor_Line2_c,advisor_Practice_c,advisor_itz_c,advisor_iud_c,advisor_hjt_c,advisor_ypl_c,advisor_sqt_c,advisor_yto_c,advisor_jfm_c,advisor_kte_c,advisor_bga_c,advisor_lnc_c,advisor_board_mean,advisor_board_median,advisor_adv_inst_t_3,advisor_advice,advisor_advice_t_3,advisor_subexp,advisor_subskill,advisor_input,advisor_browser_report,advisor_avg_perf,advisor_adv_eff_1,advisor_age,advisor_gender,advisor_vision,advisor_language,advisor_language2,StudyGuess,Comments,advisor_board_order,advisor_b1,advisor_b2,advisor_b3,advisor_b4,advisor_b5,advisor_b6,advisor_b7,advisor_b8,advisor_b9,advisor_b10,advisor_s1,advisor_s2,advisor_s3,advisor_s4,advisor_s5,advisor_s6,advisor_s7,advisor_s8,advisor_s9,advisor_s10,exclude,exclude_why
16,,R_STX5D0tDDvLyZS9,800,Chrome,5.311,14.952,5.291,5.465,11.518,21.919,17.297,19.247,19.039,24.991,27.055,16.695,20.24,15.168,28.903,21.0554,19.7435,23.704,"Start with the ones near the edge. Try not to block any routes for other colors while you're linking the color you've selected. If you find the proper routes for these, the rest should come easy. It's not necessary to focus on the colors that are especially close to each other or appear easy. I think they're best left for last.",167.627,2,2,mouse,Google Chrome,20,50,25,female,1,1,,I'm not sure.,,lnc|kte|sqt|bga|yto|ypl|itz|hjt|iud|jfm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
20,,R_1n79EWn4dWwQmF8,709,Chrome,4.187,20.284,7.127,3.175,12.574,33.84,21.789,23.077,35.144,18.005,43.287,21.391,22.387,34.467,23.447,27.6834,23.262,19.649,"The best advice that I can give you is to do the long outside connections first, then the short connections. This will leave you with the empty spaces to figure out the rest of the connections.",51.544,1,1,mouse,Google Chrome,30,42,46,female,1,1,,To see how well we could play a game and give instructions to others.,,bga|sqt|iud|jfm|itz|ypl|lnc|yto|hjt|kte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
22,,R_21EAyy0i8v5MkO8,2202,Chrome,272.475,14.898,9.266,4.727,30.852,37.816,305.431,29.8,26.003,51.484,85.533,49709,49.048,35.126,24.57,5035.3811,43.432,16.967,Connect the dots that are closest together first. Try to stay on the outer square when connecting dots that are long distances.,64.782,1,1,mouse,Google Chrome,20,15,24,female,1,1,,How people make decisions.,,iud|kte|itz|hjt|bga|sqt|ypl|yto|lnc|jfm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
33,,R_1LtyWBADLWukDtD,497,Firefox,1.704,4.696,3.139,4.948,7.743,16.394,13.071,18.525,12.601,36.43,18.349,14.886,24.707,9.828,16.753,18.1544,16.5735,16.023,"Do the ones that are obvious, or the outer edges of the box first.",26.113,2,2,mouse,Mozilla Firefox,45,80,22,male,2,1,,How fast we can do the surveys,,hjt|lnc|yto|sqt|bga|kte|iud|itz|ypl|jfm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
36,,R_2wHxRntsJutVpf7,1100,Safari,7.475,411.566,6.98,6.053,14.9,24.306,28.123,24.306,20.597,18.948,32.776,23.57,42.602,25.703,21.747,26.2678,24.306,20.497,Start with the easiest/closest pairs to connect.  / ,58.354,2,2,trackpad,Safari,30,51,34,female,1,1,,,,hjt|lnc|bga|yto|itz|iud|ypl|sqt|kte|jfm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
42,,R_sO6v9JNVSbxdqHT,914,Chrome,1.903,276.219,5.998,4.447,32.98,22.439,24.44,22.783,19.799,27.655,45.543,21.32,30.479,25.703,20.663,26.0824,23.6115,16.852,"Try not to overthink the patterns. Check the corners, and try the shortest routes first.",19.758,2,2,mouse,Google Chrome,40,29,19,female,1,1,,It was about reflexes.,,iud|itz|ypl|hjt|kte|lnc|sqt|jfm|yto|bga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
43,,R_2Y2QwYOCcHMM0JA,538,Chrome,2.822,13.22,4.73,3.039,17.824,14.647,12.128,21.32,20.574,15.983,12.303,15.696,18.871,14.575,25.311,17.1408,15.8395,16.961,"Always be mindful of links being cut off from being connected to eachother. If two colors can't connect with a specific route, then it is definitely not the correct route. /  / Points that are closer to eachother are usually meant to be connected with a short route but occasionally it will be more roundabout. /  / Dont be afraid to experiment!",63.319,2,2,mouse,Google Chrome,120,20,24,male,1,1,,Seeing how people gauge their skill level and understand it,,ypl|sqt|jfm|kte|itz|bga|lnc|yto|hjt|iud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
45,,R_1OwQCS4dfPFEULj,693,Chrome,2.312,20.161,4.162,2.5,16.953,41.323,12.644,15.727,18.244,19.54,26.101,24.396,36.249,32.597,17.723,24.4544,21.968,16.185,"Don't worry too much about the dots that are far away from each other. There are often two dots that are close to each other that only make sense being filled out in one way. Otherwise, focus on the dots close to each other and towards the corner.",34.478,1,1,mouse,Google Chrome,30,100,22,male,1,1,,It might have been about how people adapt and learn.,It was fun!,bga|jfm|yto|sqt|iud|itz|hjt|kte|lnc|ypl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
50,,R_2SrAG459a4kX7Jf,925,Firefox,27.424,16.48,16.389,10.351,23.56,38.388,20.244,28.022,24.71,25.222,28.182,18.64,30.161,23.95,26.658,26.4177,25.94,27.55,"Complete the short direct pairs first, then the outer long paths.",70.449,2,2,mouse,Mozilla Firefox,28,33,53,male,1,1,,I don't have any idea.,None,hjt|sqt|yto|itz|ypl|bga|lnc|jfm|kte|iud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
53,,R_3kz7ZbqkrW14iL0,1829,Chrome,4.864,16.028,4.698,2.422,31.156,14.907,21.89,38.816,17.823,45.134,127.551,39.34,16.855,43.229,35,40.0545,36.908,20.891,Leave enough space and usually take the furthest path to fill in gaps. Do the outer ones first.,43.081,2,2,mouse,Google Chrome,30,67,29,male,1,1,,Color blindness.,,iud|kte|yto|hjt|jfm|ypl|lnc|bga|sqt|itz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
55,,R_3ee2MQOFIQQuXSZ,581,Chrome,3.053,16.947,51.195,3.52,27.448,15.758,18.485,25.863,22.047,27.016,14.906,23.1,17.216,16.331,18.89,19.9612,18.6875,17.888,"You want to connect the ones that are closest together first, so that you avoid having to re-do ones that may be wrong later. You want to try to take the shortest route possible between dots; don't overcomplicate it.",44.009,3,3,trackpad,Google Chrome,28,84,27,female,1,1,,to see how well you could do at a game,,sqt|lnc|bga|hjt|yto|ypl|kte|jfm|iud|itz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
57,,R_1gtHFVofEHS13Db,1058,Firefox,6.827,8.082,14.939,5.567,18.463,32.279,46.23,53.271,32.464,28.703,25.959,20.519,35.039,21.99,28.559,32.5013,30.491,35.588,"I would suggest do the most obvious connections first, especially the long ones that go the farthest around the board.  Sometimes when I am stuck, this helps narrow down the links for the ones which look like they would cross.  Also the links that are only two or three squares away are great for opening up where the other paths run.",109.352,1,2,mouse,Mozilla Firefox,50,70,44,female,1,1,,How to give advice to others based on how youfeel you do at something.,None,lnc|sqt|iud|itz|ypl|yto|hjt|bga|jfm|kte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
58,,R_PuhkqpGY0fTvFkZ,647,Firefox,6.378,7.884,4.185,6.117,14.415,13.583,24.4,20.238,20.398,44.675,13.135,11.383,37.211,22.462,20.603,22.8088,20.5005,25.389,"For me, it helps to try to work from the outside in. As in, work starting from the outer edges, and then do the center pieces last. I don't really have any other suggestions that I can think of. Maybe don't worry about going over the other lines that you have previously made, since you may have not done them correctly and there's a better way to solve the puzzle. ",108.162,2,2,mouse,Mozilla Firefox,30,35,22,female,1,1,,I am not sure. ,,lnc|bga|ypl|hjt|iud|itz|sqt|yto|kte|jfm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
72,,R_1dzbr4ZNO9Tz5iM,1040,Chrome,99.672,24.484,8.126,5.484,22.977,22.766,36.556,32.72,27.55,31.458,118.695,24.612,34.047,25.59,72.785,42.6779,32.089,16.675,"Start with the hardest one first.  If that doesn't work, go to the EASIEST one.",31.297,1,1,mouse,Google Chrome,25,80,29,male,1,1,,cognition,n/a,lnc|ypl|iud|sqt|kte|hjt|jfm|yto|itz|bga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
77,,R_BXTa9ZKdq9Jhdkt,683,Chrome,3.204,13.353,5.868,2.576,16.016,16.752,21.076,21.709,23.629,17.229,20.94,35.017,31.433,30.532,30.92,24.9237,22.669,16.112,"Start by connecting the closest dots, then move onto the farther apart ones by filling in the blank spaces left on the board.  try to figure out the best path before you start to draw the line in order to save time.",75.311,2,2,mouse,Google Chrome,45,56,30,male,1,1,,how people learned to solve the puzzles after playing several times,,ypl|yto|iud|jfm|itz|hjt|sqt|kte|lnc|bga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
80,,R_12lNkoHhH0m7CtA,818,Chrome,2.232,40.968,3.616,7.957,39.079,24.837,79.192,37.988,19.223,30.2,20.179,62.139,29.714,16.302,102.902,42.2676,29.957,17.092,Start from the outside and work towards the inside. Don't overthink it!,17.335,2,2,mouse,Google Chrome,25,81,25,female,1,1,,I'm not sure,,lnc|jfm|iud|hjt|yto|bga|ypl|itz|kte|sqt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
83,,R_2VJAzFp0MpXBGfK,732,Firefox,3.132,4.179,4.777,2.665,22.338,33.31,25.607,25.212,17.984,77.15,26.317,38.83,25.337,27.624,32.6,32.9971,26.9705,23.532,"I would say go with your instinct and try to work out the smaller pipes. If you're making a path and you see it blocks off a dot then you may have to reroute completely, it happens.",41.915,1,2,trackpad,Mozilla Firefox,30,9,22,female,1,3,Spanish,No clue,,jfm|itz|lnc|yto|sqt|hjt|kte|iud|bga|ypl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
86,,R_2CgompCkr4ZymrL,1278,Firefox,12.076,31.62,17.474,8.53,75.119,51.702,59.628,34.321,32.025,50.31,41.023,44.39,37.543,43.035,37.136,43.1113,42.029,23.612,FALSE,107.059,2,2,trackpad,Mozilla Firefox,90,60,35,male,1,1,,How people learn to negotiate obstacles,"I wish you'd tell me how I scored on average, feel free to let me know: / dbchappell@gmail.com",jfm|iud|sqt|kte|yto|bga|ypl|lnc|hjt|itz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
87,,R_1mEnzAiM4f1h9Rt,1254,Chrome,22.965,215.745,187.214,3.167,31.686,15.238,66.629,26.536,28.835,30.366,14.727,13.689,13.425,25.347,29.757,26.4549,25.9415,16.109,"If you ever get stuck change your routes. This most often happens when you chose one route wrong, but you are running a route currently that is correct. /  / This will help you big time.",29.535,2,2,mouse,Google Chrome,25,40,25,male,1,1,,Perceptions on simple video games,Very interesting HIT. Thank you for it.,jfm|yto|hjt|lnc|iud|ypl|sqt|itz|bga|kte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
88,,R_2sdS1HTDWDoMMYc,798,Chrome,17.856,23.934,13.617,3.1,10.6,19.648,16.54,28.869,13.744,15.784,19.308,14.244,17.031,14.52,27.753,18.7441,16.7855,47.047,"Start with the colors that will line the outer edges of the board.  Connect those.  If there are colors that are very close together, connect those.  It's best to work from the outside in.  Connecting the outside colors will narrow down the paths that are available for the inside colors.  Never cross paths or bump into another color or you will have to restart those colors affected.  Don't overthink it.  Putting too much thought into the game will only make things more difficult.",125.973,2,3,mouse,Google Chrome,20,40,43,male,1,1,,How quickly our brain catches on to figure out patterns?  I have no idea.,It was fun.  Thanks for allowing me to participate.,jfm|itz|iud|bga|sqt|ypl|kte|lnc|hjt|yto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
93,,R_2zeZqG0L87WGtIT,949,Chrome,2.539,26.415,4.83,6.225,16.611,53.806,41.654,26.993,20.25,39.259,20.043,27.878,48.979,29.585,32.718,34.1165,31.1515,20.551,"I feel as though before you start matching colors, you should find the colors that are close together (like one or two blocks apart) and connect those ones. Those ones usually don't have any crazy path to follow, just something simple. Figuring out these ones will help you figure out the paths for the other colors. Just wait to connect colors that are extremely far away, those can be held off till last because the path might show up after connecting colors that are closer in distance.",126.209,2,2,mouse,Google Chrome,40,60,25,male,1,1,,See how long people can figure out colorlinks and to see what kind of information they can provide after playing a certain number of games.,,itz|bga|lnc|iud|sqt|hjt|ypl|yto|kte|jfm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
97,,R_1fjCVK461tl4CW9,662,Chrome,1.669,6.844,3.889,1.86,20.897,18.037,49.872,54.687,32.571,30.427,25.842,20.163,33.238,18.635,19.228,30.27,28.1345,20.079,"complete one color at a time / complete a path partially if you are not sure, you can always remove it later",38.251,2,2,mouse,Google Chrome,20,11,34,male,1,1,,,,ypl|iud|hjt|kte|sqt|jfm|itz|bga|lnc|yto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
98,,R_3EApurysJpdMvKy,824,Chrome,2.755,26.338,5.433,2.383,24.783,12.724,15.96,21.2,21.223,31.718,21.008,15.726,28.792,21.567,24.7317,21.46497,21.2115,72.112,"Don't bother imagining a path in your head, go ahead and try a path with your cursor since you can always correct errors with no problem. It also helps to begin by connecting the closest matching pairs of dots. This will cover a decent amount of the board and will often make the paths for matching the other pairs of dots very obvious.",227.066,2,2,mouse,Google Chrome,25,80,29,male,1,1,,Assessing how games are learned.,,sqt|bga|yto|ypl|hjt|iud|kte|jfm|lnc|itz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
