advisor,participant,ResponseID,Q_TotalDuration,inst1_t_3,inst2_t_3,eise_d,adv_inst_t_3.x,lnpk_d,mpeh_d,woln_d,demi_d,nwsr_d,prev_exp,prev_last,prev_first,prev_freq,adv_exp,adv_skill,adv_help_hyp,adv_imp_hyp,adv_helpf,adv_imp_1,rel_exp,rel_skill,avg_perf_1_TEXT,adv_perf_1_TEXT,input,browser,animals,age,gender,language,condition,exclude,exclude_why,adv_inst_t_3.y,advice,advisor_advice_writing_time,advisor_prev_exp,advisor_prev_last,advisor_prev_first,advisor_rel_exp,advisor_rel_skill,advisor_avg_perf,advisor_prev_freq,advisor_input,advisor_browser,advisor_adv_imp,advisor_animals,animals.wordcount,advisor_age,advisor_gender,advisor_language,advisor_language_TEXT,advisor_bugreport,advisor_hyp,advisor_comments,advisor_DO.BR.FL_3,cat_s,eise_s,demi_s,lnpk_s,mpeh_s,nwsr_s,woln_s,b1,b2,b3,b4,b5,b6,s1,s2,s3,s4,s5,s6,advisor_mean,advisor_var,advisor_sd,advisor_median,advisor_advice_wordcount,advisor_animals_wordcount
ad56,1014,R_1LHiUPYhN3B8o0R,813,18.382,24.206,9,16.647,10,10,11,14,14,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,They were about as skilled as most people,They were about as skilled as me,NA,NA,4,10,I was less experienced than most people,I was as skilled as most people,10,12,mouse,Google Chrome,"Dog,Cat,Horse,Giraffe,Elephant,Mouse,Rat,Fish,Lion,Zebra,Donkey,Cow,Goat,Chicken,Sheep,Lizard,Monkey,Bird / ",34,Male,"Yes, I only spoke English growing up",treatment,NA,NA,17.02,"Make sure your mouse is on the correct letter before you start making your word. Make sure you look for plurals. For every word you find, see if other words can be found in it, like by reading the word backwards.",42.435,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,15,Less than once a year,trackpad,Google Chrome,20,"giraffe, cat, dog, goat, chicken, horse, cow, pig, cardinal, blue jay, tiger, lion, bear, sloth, lizard, frog, alligator, crocodile, rat, mouse, ferret, fish, monkey, gorilla, ",18,25,Female,"Yes, I only spoke English growing up",NA,No,How people think they compare to others,NA,demi|lnpk|eise|woln|nwsr|mpeh,1,14,14,9,16,19,16,demi_s,lnpk_s,eise_s,woln_s,nwsr_s,mpeh_s,14,9,14,16,19,16,14.66666667,11.06666667,3.326659987,15,41,25
ad24,1015,R_31TzKlgdnc2lan2,778,14.442,19.885,7,17.405,9,10,11,10,10,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,6,39,I was as experienced as most people,I was as skilled as most people,8,10,mouse,Google Chrome,"zebra, cat, dog, snake, mouse, roach, ant, bee, fly, hummingbird, giraffee, buffalo, cow, monkey, lion, tiger, moose, deer, gorilla, hyena, ferrat, hamster, gerbil, bird, fish, ",28,Female,"Yes, I only spoke English growing up",treatment,NA,NA,19.824,"Look for short words, at least three letters, as longer words don't give you more points. Look around vowels because almost all words have vowels in them, especially short words. The type of words you'll find will generally be consonant-vowel-consonant.",108.723,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,7,Less than once a year,mouse,Google Chrome,20,"dog, cat, rat, koala, mouse, gerbil, fish, snake, bird, squirrel, chipmunk, ostrich, octopus, shark, whale, sea lion, lion, tiger, bear, puma, giraffe",25,30,Male,"Yes, I only spoke English growing up",NA,"No, everything went very smoothly.","How a word game might affect coming up with animal names, maybe.",Good luck with your research and results!,eise|demi|woln|lnpk|mpeh|nwsr,1,7,11,8,6,7,6,eise_s,demi_s,woln_s,lnpk_s,mpeh_s,nwsr_s,7,11,6,8,6,7,7.5,3.5,1.870828693,7,40,22
ad19,1016,R_24uR1c7E0DXAYoh,1069,19.15,23.307,7,20.459,11,10,11,13,11,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,They were about as skilled as most people,They were less skilled than me,NA,NA,2,10,I was more experienced than most people,I was more skilled than most people,10,8,mouse,Google Chrome,"cat, dog, lion, giraffe, elephant, mouse, rat, fish, bluejay, cheetah, zebra, parrot, parakeet, gerbil, snake, gekko, turtle, robin, tiger, bear, ",43,Female,"Yes, I only spoke English growing up",treatment,NA,NA,16.255,"Be careful dragging the cursor in this game. It is not very accurate. Also, it does not matter how long the words are. For maximum points, stick to 3-letter words if possible.",30.962,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,7,A few times a year,mouse,Google Chrome,60,"Dog, cat, horse, chicken, cow, snake, lizard, otter, seal, whale, dolphin, fish, crawdad, lobster, crab, blowfish, tiger, lion, antelope, monkey, spider monkey, howler monkey, cougar, bird, eagle, wolf, mountain lion, ",20,29,Male,"Yes, I only spoke English growing up",NA,The dragging mechanism is not very accurate.,How people interpret letters and words,NA,eise|demi|mpeh|nwsr|lnpk|woln,1,19,17,22,24,14,19,eise_s,demi_s,mpeh_s,nwsr_s,lnpk_s,woln_s,19,17,24,14,22,19,19.16666667,12.56666667,3.544949459,19,32,30
ad40,1017,R_2afBHn9VMnvP6WR,1012,19.12,29.991,10,22.078,16,15,18,17,15,"Yes, I've played some version of this game before",Within the last month,Within the last month,A few times a month,They were about as skilled as most people,They were about as skilled as me,NA,NA,5,30,I was as experienced as most people,I was as skilled as most people,15,17,trackpad,Internet Explorer,"dog, cat, rabbit, lion, tiger, cheetah, giraffe, monkey, horse, cow, chicken, sheep, bird, pig, bear, ",27,Female,"Yes, I only spoke English growing up",treatment,NA,NA,22.659,"Don't panic! Find compound words and be sure to look for suffixes and prefixes to help get a lot of words quickly. Also, give yourself a minute to look for opportunities to make a lot of short words together.",55.501,"No, I've never played any version of this game before",NA,NA,I was as experienced as most people,I was as skilled as most people,15,Less than once a year,mouse,Google Chrome,20,"aardvark, beaver, cat, dog, elephant, fox, goose, mouse, snake, hippo, kangaroo, llama, lion, lemur, iguana, bat, ",15,33,Male,"Yes, I only spoke English growing up",NA,NA,word scambles and confidence,NA,demi|eise|nwsr|lnpk|woln|mpeh,1,8,16,12,13,9,15,demi_s,eise_s,nwsr_s,lnpk_s,woln_s,mpeh_s,16,8,9,12,15,13,12.16666667,10.16666667,3.188521078,12.5,39,16
ad39,1018,R_2ci5eBf9C3mNqlM,1025,29.389,51.142,7,58.646,9,10,8,14,10,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,3,10,I was as experienced as most people,I was as skilled as most people,10,10,trackpad,Google Chrome,"Dog, Cat, Rat, Turtle, Lion, Bat, Pig, Rhino, Elephant, Monkey, Gorilla, Chimpanzee, Meercat, Lizard, Camel, Zebra, Horse, ",30,Female,"Yes, I only spoke English growing up",treatment,NA,NA,20.892,What helped me the most was by looking at the vowels and seeing common constants that I could make alot of words out of and sometimes I would take words and see if I could reverse any of the letters to make a new word. ,95.38,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,15,A few times a year,trackpad,Mozilla Firefox,19,"cat, dog, mouse, bird, lion, zebra, elephant, tiger, bear, pig, chicken, goat, sheep, rabbit, kitten, piglet, puppy, ",17,24,Female,"Yes, I only spoke English growing up",NA,Alot of times when I tried to drage and make a word the game would glitch and make it seem as if i was trying to drag the letter and it would make a symbol instead of highlighting the letters I was trying to go over. ,Possibly what people are able to read or see when letters are mixed up.,n/a,lnpk|mpeh|woln|demi|nwsr|eise,1,6,9,6,6,12,10,lnpk_s,mpeh_s,woln_s,demi_s,nwsr_s,eise_s,6,6,10,9,12,6,8.166666667,6.566666667,2.562550813,7.5,45,17
ad77,1019,R_2xwLchKfAdPdDOx,1228,62.17,57.717,3,18.272,6,13,8,12,14,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,5,71,I was more experienced than most people,I was as skilled as most people,6,10,trackpad,Google Chrome,"dog,mouse,cat,dog,newt,tiger,lion,armadillo,snake,crocodile,alligator,bird,chameleon,spider,whale,dolphin,sandpiper,",63,Female,"Yes, I spoke English and these other languages growing up:",treatment,NA,NA,16.66,Make sure to start with easy words with few letters first and look at the board from every angle.,26.881,"Yes, I've played some version of this game before",Within the last year,Within the last 3 years,I was less experienced than most people,I was less skilled than most people,10,Less than once a year,mouse,Google Chrome,47,horse cow bee beatle dog cat zebra crocodile giraffe snake tarantula sanderling rhino horse pig frog toad ,17,19,Male,"Yes, I only spoke English growing up",NA,None,How people react to playing games,NA,demi|mpeh|lnpk|eise|nwsr|woln,1,6,11,7,12,12,9,demi_s,mpeh_s,lnpk_s,eise_s,nwsr_s,woln_s,11,12,7,6,12,9,9.5,6.7,2.588435821,10,19,17
ad05,1020,R_2Ei4q10y5xTClHF,1202,9.312,35.514,4,41.244,3,4,9,13,10,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,4,18,I was as experienced as most people,I was as skilled as most people,10,10,trackpad,Google Chrome,"cat, rat, dog, lemur, ostrach, emu, pig, toad, penguin, frog, monkey, ram, horse, cow, rabbit, bull, fish, catfish, cheetah ",23,Female,"Yes, I only spoke English growing up",treatment,NA,NA,23.882,Just go as fast as possible. Try to remember words you have already entered to save time.,29.62,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,I was as experienced as most people,I was as skilled as most people,18,A few times a month,mouse,Google Chrome,59,"zebra, panda, dog, cat, elephant, giraffe, goat, bear, cow, moose, shark, fish, dolphin, camel, buffalo, monkey, owl, frog, koala, ",19,28,Female,"Yes, I only spoke English growing up",NA,NA,im not sure,NA,lnpk|nwsr|demi|woln|eise|mpeh,1,12,21,16,16,23,18,lnpk_s,nwsr_s,demi_s,woln_s,eise_s,mpeh_s,16,23,21,18,12,16,17.66666667,15.46666667,3.932768321,17,17,19
ad11,1021,R_1KxcJ2S3rexyWoU,1051,27.775,35.071,10,36.341,24,24,23,20,26,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,A few times a week,They were less skilled than most people,They were less skilled than me,NA,NA,1,0,I was more experienced than most people,I was more skilled than most people,15,15,mouse,Google Chrome,"KANGAROO, ANT, MOUSE, ROACH, MONKEY HORSE DONKEY ELEPHANT DOG CAT BAT BIRD MOOSE GOOSE TIGER LION BEAR WATER BUFFALO BUFFALO",39,Female,"Yes, I only spoke English growing up",treatment,NA,NA,22.306,My advice and only advice would be to never focus on one letter or set of letters.  You have to look at the whole board.,27.635,"No, I've never played any version of this game before",NA,NA,I was less experienced than most people,I was less skilled than most people,10,Less than once a year,trackpad,Google Chrome,59,"cat, dog, fish, bird, camel, lion, tiger, bear, penguin, turtle, snake, llama, emu, jaguar, bee, zebra, goat, pig, horse, cow, bunny, ",20,26,Female,"Yes, I only spoke English growing up",NA,I did not.,I think this study was about word relation.,I do not.,nwsr|mpeh|woln|demi|lnpk|eise,1,11,19,12,15,12,13,nwsr_s,mpeh_s,woln_s,demi_s,lnpk_s,eise_s,12,15,13,19,12,11,13.66666667,8.666666667,2.943920289,12.5,25,21
ad17,1022,R_1QrpIiXSTrlZ7Jy,971,25.597,37.941,4,16.706,8,10,7,10,8,"No, I've never played any version of this game before",NA,NA,A few times a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,6,89,I was as experienced as most people,I was as skilled as most people,7,10,trackpad,Internet Explorer,"horse, pig, dog, cat, sheep, lamb, donkey, giraffe, sloth, whale, bird, leopard, lion, bear, fox, turtle, alligator, gorilla, monkey, ",39,Male,"Yes, I only spoke English growing up",treatment,NA,NA,19.568,"Make small words. Try to use variations of the same word bases  for, fore, ford, fords, etc",39.529,"No, I've never played any version of this game before",NA,NA,I was less experienced than most people,I was less skilled than most people,10,Less than once a year,trackpad,Internet Explorer,50,bird cat dog wolf llama eagle hawk sparrow egret cardinal hamster gerbil guinea pig lion tiger elephant monkey ape gibbon baboon cheetah rhino hippo camel fish snake toad frog ferret kite,19,35,Male,"Yes, I only spoke English growing up",NA,no,my level of competitiveness?,na,eise|mpeh|lnpk|nwsr|demi|woln,0,9,14,8,15,13,18,eise_s,mpeh_s,lnpk_s,nwsr_s,demi_s,woln_s,9,15,8,13,14,18,12.83333333,14.16666667,3.763863264,13.5,17,31
ad71,1023,R_1F4bg9GvFUhXPaU,781,11.885,20.939,15,17.046,24,22,25,26,30,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were less skilled than me,NA,NA,4,62,I was more experienced than most people,I was more skilled than most people,15,25,trackpad,Google Chrome,"dog, horse, pig, cow, rooster, chicken, donkey, elephant, tiger, lion, zebra, cat, mouse, rat, otter, crocodile, alligator, snake, boar, lizard, fish, guinea pig, hamster, ferret, fox, moose, deer, quail, pheasant, elk, caribou, polar bear",24,Female,"Yes, I only spoke English growing up",treatment,NA,NA,78.981,Look for small words first.  Look for words within words.  Look for words similar to the ones you just found.  Stick to one area as long as you're finding words quickly.  Look for words that end in -ed or -s if they're on the board.  Stick to areas that have letters that are common.,150.797,"No, I've never played any version of this game before",NA,NA,I was as experienced as most people,I was as skilled as most people,10,Less than once a year,mouse,Google Chrome,19,"rat, cat, ape, monkey, snake, bear, mouse, giraffe, zebra, lion, deer, rabbit, squirrel, raccoon, skunk, tiger, cheetah, bird, ",34,27,Female,"Yes, I only spoke English growing up",NA,nothing,entertaining,no comments,demi|mpeh|woln|lnpk|eise|nwsr,1,15,9,11,7,14,10,demi_s,mpeh_s,woln_s,lnpk_s,eise_s,nwsr_s,9,7,10,11,15,14,11,9.2,3.033150178,10.5,54,18
ad73,1024,R_1l45V4kYJFp3ZUH,822,17.406,22.616,7,18.178,10,13,12,11,10,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,They were more skilled than most people,They were more skilled than me,NA,NA,7,99,I was less experienced than most people,I was less skilled than most people,9,20,mouse,Google Chrome,"deer, bear, lion, ape, gorilla, monkey, primate, giraffe, zebra, dog, cat, tiger, ",27,Male,"Yes, I only spoke English growing up",treatment,NA,NA,16.577,"Make sure You click on the corner or edge of the tile, if not the game wont accept it and then You get a sorry and look like a complete idiot for makeing a stupid word.",55.223,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was more experienced than most people,I was more skilled than most people,20,A few times a month,mouse,Mozilla Firefox,50,"cat, dog, squirrel, rhino, giraffe, elephant. snake, turkey, mouse, ferrett, groundhog, fox, horse,",12,53,Female,"Yes, I only spoke English growing up",NA,"yes, I had problems with the games and got a sorry quite often.",Not sure actually.,none,nwsr|mpeh|eise|demi|lnpk|woln,1,5,9,5,5,5,7,nwsr_s,mpeh_s,eise_s,demi_s,lnpk_s,woln_s,5,5,5,9,5,7,6,2.8,1.673320053,5,36,13
ad52,1025,R_3edVPreyV5v4XVc,1002,22.878,45.334,5,19.288,6,7,7,10,9,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were more skilled than me,NA,NA,5,39,I was less experienced than most people,I was less skilled than most people,10,12,trackpad,Mozilla Firefox,"koala, platypus,kangaroo,penguin, alligator, crocodile, bat, money, anteater, ant, rat, cheetah, rhino, manta ray, spider, fly, squid, octopus, shark",41,Male,"Yes, I only spoke English growing up",treatment,NA,NA,120.736,"Keep your fingers moving; look for common suffixes, e.g., -ear, -art, -are so that you can add a letter before them (e.g., -art, could be dart, part, etc); continuously scan back and forth, up and down.  Make sure your touch pad or mouse are smooth and easy to use so you don't accidentally flow onto a letter you don't want because you can't go backwards.  If you see a Q but no U, obviously don't click on it. Scan for common letters as well.  Look for the most commonly used words, like ""and"".  Most importantly, the more you play, the better you will get.  And take your time - if you rush, you'll be putting pressure on yourself and you will not find as many words as you are capable of.",448.278,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,8,A few times a week,trackpad,Safari,30,dog cat lion elephant raccoon groundhog squirrel monkey chipmunk skunk cheetah ferret guinea pig hyena tiger bear coyote,20,60,Female,"Yes, I only spoke English growing up",NA,none,hand-eye coordination ,it was fun; I enjoy word games,lnpk|nwsr|demi|woln|eise|mpeh,1,13,17,14,15,17,19,lnpk_s,nwsr_s,demi_s,woln_s,eise_s,mpeh_s,14,17,17,19,13,15,15.83333333,4.966666667,2.228601953,16,130,18
ad72,1026,R_3KNsRF9BWdO19H7,1564,55.774,217.249,3,29.55,2,3,3,5,5,"No, I've never played any version of this game before",NA,NA,A few times a month,They were more skilled than most people,They were more skilled than me,NA,NA,5,23,I was less experienced than most people,I was as skilled as most people,3,5,mouse,Mozilla Firefox,"rat,cat,lion,tiger,giraffe,dog,leopard,snake,zebra,",68,Female,"No, English is not my native language. My native language is:",treatment,NA,NA,19.982,"Try and look for the plural of a word that you find, or if it's possible to add an 'ed' to the end to get multiple points for a the same base word. Also, make sure you don't rush so you're careful in choosing where you click your mouse, because if you rush and start on the wrong letter then it wastes time. ",87.463,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was less experienced than most people,I was less skilled than most people,12,Less than once a year,trackpad,Google Chrome,11,"Cat, dog, fox, bird, mouse, horse, goat, pig, cow, sheep, chicken, duck, zebra, lion, tiger, hippopotamus, wildebeest, snake, gopher, rat, earthworm, ladybug, platypus, kangaroo, spider, flamingo",9,30,Female,"Yes, I only spoke English growing up",NA,No.,Hmm....I guess testing out how a Boggle type game works on a computer?,NA,woln|lnpk|mpeh|demi|eise|nwsr,1,12,11,13,9,18,10,woln_s,lnpk_s,mpeh_s,demi_s,eise_s,nwsr_s,10,13,9,11,12,18,12.16666667,10.16666667,3.188521078,11.5,63,26
ad44,1027,R_2Tq0JNY9pyzDsHT,794,19.687,35.152,8,16.382,9,9,15,15,14,"No, I've never played any version of this game before",NA,NA,A few times a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,3,4,I was as experienced as most people,I was as skilled as most people,12,12,mouse,Safari,"unicorn, pig, cow, horse, chicken, goose, rooster, bird, cat, wombat, kangaroo, alligator, crocodile, flamingo, zebra, giraffe, hippo, tiger, lion, bear, iguana, koala, panda, rhino, butterfly, bat, fish, dinosaur, lizard, chameleon, hamster, mouse, ",31,Female,"Yes, I only spoke English growing up",treatment,NA,NA,34.708,The only advice I can give is try to think fast and try to think of words that are more than 3 letters. A lot of the words I found were actually very long and take a a lot of thinking to map out on the board. Remember that the letters just need to be touching,53.434,"No, I've never played any version of this game before",NA,NA,I was less experienced than most people,I was less skilled than most people,5,Less than once a year,mouse,Google Chrome,40,"dog,cat,fish,elephant,cow,rooster,crow,hawk,jellyfish,snake,rat,mouse,tiger,jaguar,ram,buffalo,cheetah,mongoose,raccoon,sheep,lamb,horse,",32,25,Male,"Yes, I only spoke English growing up",NA,no,The aim was to see how fast people are at finding words.,NA,woln|eise|lnpk|mpeh|nwsr|demi,1,4,6,4,4,8,4,woln_s,eise_s,lnpk_s,mpeh_s,nwsr_s,demi_s,4,4,4,4,8,6,5,2.8,1.673320053,4,55,22
ad18,1028,R_ZgHgMhQpqVnMzcd,1109,17.999,34.029,1,61.389,3,5,7,7,7,"No, I've never played any version of this game before",NA,NA,Less than once a year,They were about as skilled as most people,They were more skilled than me,NA,NA,4,40,I was less experienced than most people,I was less skilled than most people,4,5,mouse,Mozilla Firefox,"dog, cat, bird, fish, horse, cow, pig, butterfly, sheep, donkey, chinchilla, mule, hampster, ferrett, fly, gerbil, snake, hippo, elefant, girraffe, ",35,Female,"Yes, I only spoke English growing up",treatment,NA,NA,17.913,1.  Look for vowels.  All words need one. / 2. Work around a single vowel until you have found all words with that vowel. / 3. YOu might start with vowel on top of board.  Then move to another vowel on bottom of board to make sure you do not duplicate.,138.337,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was less experienced than most people,I was less skilled than most people,10,Less than once a year,trackpad,Google Chrome,14,"Anteaters, Bear, cat, dog, elephant, fox, Giraffe,  lion, merkat, opossum",20,69,Female,"Yes, I only spoke English growing up",NA,no problems at all,how many words I can find --with encouragement and feedback,everything was fine,demi|eise|lnpk|woln|nwsr|mpeh,1,5,4,8,7,8,5,demi_s,eise_s,lnpk_s,woln_s,nwsr_s,mpeh_s,4,5,8,5,8,7,6.166666667,2.966666667,1.722401424,6,46,10
ad04,1029,R_1F2KlsJr5zqAVEC,1165,20.995,52.621,1,22.696,4,2,2,7,5,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were more skilled than me,NA,NA,6,92,I was less experienced than most people,I was less skilled than most people,5,10,trackpad,Mozilla Firefox,"pig, cat , dog, cow , mouse, donkey, goat, monkey, guinea pig, hamster, bunny, fish, llama, bull,",25,Female,"Yes, I only spoke English growing up",treatment,NA,NA,19.107,My only advice is to make sure that you understand what you need to do with your mouse when clicking and holdling to select the letters.,51.994,I'm not sure,NA,NA,I was less experienced than most people,I was as skilled as most people,5,I never play word-finding games,trackpad,Mozilla Firefox,19,bird bat cat elephant dog hare rabbit zebra ostrich aardvark kangaroo cheesemuffin puffin penguin snake doohickey eagle,15,52,Male,"Yes, I only spoke English growing up",NA,no,I have no idea.,NA,lnpk|eise|mpeh|nwsr|woln|demi,1,3,3,3,4,6,3,lnpk_s,eise_s,mpeh_s,nwsr_s,woln_s,demi_s,3,3,4,6,3,3,3.666666667,1.466666667,1.211060142,3,26,17
ad48,1030,R_1M4dCFEUksqpsAG,1059,42.4,42.653,8,27.517,10,13,11,11,10,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,They were more skilled than most people,They were more skilled than me,NA,NA,7,100,I was as experienced as most people,I was as skilled as most people,10,8,mouse,Google Chrome,"fox, cat, dog, lizard, chapcin, bird, tarantula, spider, donkey, rabbit, toad, moose, ",23,Female,"Yes, I only spoke English growing up",treatment,NA,NA,35.155,"The only advice I could think of is, don't panic! And if you start making a word that isn't one, just keep on as quickly as you can. If you mess one up, shake it off and you'll do better the next one. It IS only a game.",97.819,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,5,Less than once a year,mouse,Google Chrome,10,"dog,horse,pig,chicken, lion,tiger,hare,rabbit,frog,mouse,rat,bird,swan,duck,bird,elephant,orangat",12,61,Female,"Yes, I only spoke English growing up",NA,Nope. It was fun. Thanks.,"Brain function, or lack thereof.","I enjoyed it, it was not confusing. Thank you for that.",nwsr|eise|mpeh|lnpk|woln|demi,1,6,5,4,4,3,6,nwsr_s,eise_s,mpeh_s,lnpk_s,woln_s,demi_s,3,6,4,4,6,5,4.666666667,1.466666667,1.211060142,4.5,48,17
ad20,1031,R_2yrQtLMwXRN4IwO,1280,47.138,123.47,2,47.021,1,3,3,3,6,"No, I've never played any version of this game before",NA,NA,A few times a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,4,50,I was less experienced than most people,I was less skilled than most people,6,4,mouse,Mozilla Firefox,"cat, dog, tiger, cow, bull. chichen, bird, pig, bunny, mouse, ",30,Female,"No, English is not my native language. My native language is:",treatment,NA,NA,18.591,"You'll be surprised at how many words you can find. Going diagonally then across and then down, I found up to six letter words. It's pretty fun to try to find the longest word. ",134.409,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,10,Less than once a year,trackpad,Google Chrome,37,"pig,horse,dog,cat,elephant,zebra,snake,gorilla,donkey,lion,tiger,rhino,hippo,bird,chicken",10,38,Male,"Yes, I only spoke English growing up",NA,No glitches. Everything worked perfectly.,Intelligence? Giving advice? Don't know.,Thanks!,demi|woln|lnpk|nwsr|mpeh|eise,1,6,9,10,10,14,11,demi_s,woln_s,lnpk_s,nwsr_s,mpeh_s,eise_s,9,11,10,14,10,6,10,6.8,2.607680962,10,34,15
ad78,1032,R_1JJ8YbTcJz9aK5V,872,18.222,29.13,12,26.938,17,19,17,18,22,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,3,5,I was as experienced as most people,I was as skilled as most people,15,15,trackpad,Google Chrome,"penguin, giraffe, raccoon, pig, cat, dog, cow, owl, rat, gorilla, sheep, deer, moose, elephant, baboon, seagull, lion, tiger, bear, bat, panda, ",23,Female,"Yes, I only spoke English growing up",treatment,NA,NA,17.033,"- You CAN make the same word twice, just not with the same letters. If you have two of the letter ""s"" next to each other and can connect them to the same word twice, do it. /  / - Don't worry about longer words until later in the game, focus on short quic",88.535,"Yes, I've played some version of this game before",Within the last year,Within the last 3 years,I was as experienced as most people,I was as skilled as most people,20,A few times a month,mouse,Google Chrome,80,"giraffe, dog, cat, lion, tiger, hippo, elephant, bird, fish, whale, shark, seagull, miley cyrus, hyena, gorilla",21,19,Male,"Yes, I only spoke English growing up",NA,NA,Finding people's reaction times.,NA,mpeh|demi|lnpk|woln|eise|nwsr,1,15,23,20,13,15,20,mpeh_s,demi_s,lnpk_s,woln_s,eise_s,nwsr_s,13,23,20,20,15,15,17.66666667,15.06666667,3.881580434,17.5,73,16
ad03,1033,R_1GOdbuIdgOfZYVw,1107,12.73,38.626,7,134.576,9,11,15,16,16,"No, I've never played any version of this game before",NA,NA,A few times a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,4,13,I was less experienced than most people,I was less skilled than most people,13,14,trackpad,Google Chrome,"cat, dog, rat, pig, mouse, giraffe, elephant, tiger, lion, bear, moose, bobcat, bird, rooster, chicken, cow, snake, scorpion, racoon, possum, ",24,Male,"Yes, I only spoke English growing up",treatment,NA,NA,19.758,"Look for sequences of letters that likely indicate a word can be formed. Try and find what words you can from these sequences. Sequences include such letter combinations as SE, TA, LA, PL, CH, etc. Keeps going from letter sequence to letter sequence. Look to form both singular and plural forms of a word if you can.",151.312,"No, I've never played any version of this game before",NA,NA,I was less experienced than most people,I was as skilled as most people,10,A few times a year,mouse,Mozilla Firefox,60,"rat,dog, cat squirrel, horse,pig, bear,fish, bird, mouse,rabbit,cow,snake, turtle,alligator,worm,mole,chipmunk,giraffe,wease",20,54,Male,"Yes, I only spoke English growing up",NA,no,how we consider puzzles,NA,demi|eise|nwsr|lnpk|mpeh|woln,1,6,12,6,13,9,9,demi_s,eise_s,nwsr_s,lnpk_s,mpeh_s,woln_s,12,6,9,6,13,9,9.166666667,8.566666667,2.926886856,9,57,20
ad31,1034,R_bko8YedajmUGYGp,975,10.146,10.66,1,17.6,5,10,7,4,10,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,They were about as skilled as most people,They were more skilled than me,NA,NA,3,22,I was as experienced as most people,I was less skilled than most people,11,15,trackpad,Internet Explorer,"dog, cat, horse, cow, pig, duck, mouse, goose, bird, chicken, frog, lion , tiger, bear, dove, ",22,Female,"Yes, I only spoke English growing up",treatment,NA,NA,28.058,"Try to look at the whole puzzle and look for bits of words that you may know. Try not to go letter by letter, it will only slow you down.",76.442,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was less experienced than most people,I was less skilled than most people,4,Less than once a year,trackpad,Mozilla Firefox,20,"lama, cat, dog, quail, crow, starling, lion, lemur, tiger, horse, cow, pig, chicken, dolphin",15,26,Male,"Yes, I only spoke English growing up",NA,None,Word processing among the general population.,NA,lnpk|demi|woln|eise|mpeh|nwsr,1,1,5,3,5,7,4,lnpk_s,demi_s,woln_s,eise_s,mpeh_s,nwsr_s,3,5,4,1,5,7,4.166666667,4.166666667,2.041241452,4.5,30,14
