participant,ResponseID,ResponseID,Q_TotalDuration,eise_c,eise_s,ad01,ad02,ad03,ad04,ad05,ad06,ad07,ad08,ad09,ad10,ad11,ad12,ad13,ad14,ad15,ad16,ad17,ad18,ad19,ad20,ad21,ad22,ad23,ad24,ad25,ad26,ad27,ad28,ad29,ad30,ad31,ad32,ad33,ad34,ad35,ad36,ad37,ad38,ad39,ad40,ad41,ad42,ad43,ad44,ad45,ad46,ad47,ad48,ad49,ad50,ad51,ad52,ad53,ad54,ad55,ad56,ad57,ad58,ad59,ad60,ad61,ad62,ad63,ad64,ad65,ad66,ad67,ad68,ad69,ad70,ad71,ad72,ad73,ad74,ad75,ad76,ad77,ad78,catch1,catch2,Q16,prev_exp,prev_last,prev_first,prev_freq,rel_exp,rel_skill,avg_perf_1_TEXT,input,input_TEXT,browser,browser_TEXT,age,gender,catch,catch_TEXT,language,language_TEXT,bugreport,hyp,comments,HITcode,DO-BL-Advice,exclude,exclude_why,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22,r_23,r_24,r_25,r_26,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26
164,R_BLhEfY3ynYWVUCB,R_BLhEfY3ynYWVUCB,542,Gi9oRGNZKL,12,5,4,NA,NA,NA,NA,NA,NA,6,5,4,4,NA,NA,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,4,3,5,NA,NA,4,5,NA,NA,NA,NA,NA,3,4,5,NA,4,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,5,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,More experienced,I was more skilled than most people,8,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,31,Male,Other,trout,"Yes, I only spoke English growing up",NA,None,To see if people over think a simple task,none,1,ad48|ad26|ad19|ad32|ad57|ad22|ad70|ad66|ad63|ad02|catch1|ad33|ad46|ad24|ad11|ad44|ad45|ad01|ad37|ad10|ad55|catch2|ad38|ad12|ad34|ad17|ad64|ad09,NA,NA,ad48,ad26,ad19,ad32,ad57,ad22,ad70,ad66,ad63,ad02,ad33,ad46,ad24,ad11,ad44,ad45,ad01,ad37,ad10,ad55,ad38,ad12,ad34,ad17,ad64,ad09,4,5,5,4,5,5,4,5,5,4,3,5,5,4,3,4,5,4,5,5,5,4,5,5,5,6
167,R_bpy2Lj5lR4KONZT,R_bpy2Lj5lR4KONZT,908,gevNejF0py,9,5,NA,7,4,NA,4,NA,NA,NA,7,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,7,NA,NA,7,7,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,NA,NA,3,NA,5,NA,3,NA,6,5,NA,6,7,7,NA,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 3 years,A few times a year,As experienced,I was less skilled than most people,7,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,37,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,word games,NA,1,ad49|ad10|ad36|ad13|ad65|ad32|ad35|ad45|ad55|ad64|catch1|ad06|ad29|ad33|ad37|ad57|ad04|ad22|ad69|ad23|ad01|catch2|ad66|ad03|ad59|ad71|ad61|ad62,NA,NA,ad49,ad10,ad36,ad13,ad65,ad32,ad35,ad45,ad55,ad64,ad06,ad29,ad33,ad37,ad57,ad04,ad22,ad69,ad23,ad01,ad66,ad03,ad59,ad71,ad61,ad62,6,7,5,4,7,7,6,4,3,6,4,7,7,6,5,4,5,6,4,5,7,7,3,5,6,5
189,R_BxrDcqMsfBpKF1L,R_BxrDcqMsfBpKF1L,488,QXZsWRwyQD,13,NA,NA,NA,5,6,NA,NA,6,NA,5,NA,5,NA,NA,NA,NA,6,NA,NA,6,6,NA,NA,NA,NA,NA,6,5,NA,6,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,6,NA,NA,4,NA,7,NA,NA,NA,6,7,6,7,NA,NA,7,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last year,Within the last year,A few times a year,As experienced,I was as skilled as most people,10,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,30,Female,Other,trout,"Yes, I only spoke English growing up",NA,No,Word knowledge,NA,1,ad28|ad05|ad74|ad63|ad21|ad52|ad47|ad54|ad10|ad27|catch1|ad12|ad33|ad71|ad42|ad20|ad45|ad04|ad51|ad17|ad62|catch2|ad53|ad57|ad40|ad38|ad30|ad08,NA,NA,ad28,ad05,ad74,ad63,ad21,ad52,ad47,ad54,ad10,ad27,ad12,ad33,ad71,ad42,ad20,ad45,ad04,ad51,ad17,ad62,ad53,ad57,ad40,ad38,ad30,ad08,5,6,4,7,6,7,7,7,5,6,5,6,6,6,6,4,5,6,6,6,6,7,6,6,6,6
58,R_cCjyyrbalY1Tw77,R_cCjyyrbalY1Tw77,580,66GS8cVMn,5,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,NA,5,NA,NA,NA,5,NA,4,NA,4,NA,NA,5,5,5,NA,5,NA,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,5,NA,4,5,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,4,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,23,Female,Other,trout,"Yes, I spoke English and these other languages growing up:",Russian,No,N/A,NA,1,ad43|ad53|ad38|ad29|ad61|ad54|ad34|ad37|ad35|ad21|catch1|ad18|ad75|ad31|ad27|ad44|ad07|ad51|ad49|ad78|ad66|catch2|ad56|ad36|ad48|ad23|ad10|ad06,NA,NA,ad43,ad53,ad38,ad29,ad61,ad54,ad34,ad37,ad35,ad21,ad18,ad75,ad31,ad27,ad44,ad07,ad51,ad49,ad78,ad66,ad56,ad36,ad48,ad23,ad10,ad06,5,4,5,4,5,5,5,0,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
208,R_cN15ao290tjUX0l,R_cN15ao290tjUX0l,869,giHcZLlty,2,5,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,4,NA,NA,NA,NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,7,NA,6,5,5,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,6,4,NA,6,5,5,NA,NA,5,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a month,As experienced,I was as skilled as most people,5,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,42,Male,Other,Trout,"Yes, I only spoke English growing up",NA,no,a word game and to check human attention span for surveys,no,1,ad16|ad75|ad47|ad05|ad71|ad70|ad33|ad46|ad72|ad67|catch1|ad49|ad04|ad26|ad01|ad43|ad57|ad13|ad17|ad50|ad25|catch2|ad51|ad23|ad55|ad66|ad68|ad24,NA,NA,ad16,ad75,ad47,ad05,ad71,ad70,ad33,ad46,ad72,ad67,ad49,ad04,ad26,ad01,ad43,ad57,ad13,ad17,ad50,ad25,ad51,ad23,ad55,ad66,ad68,ad24,4,5,7,6,5,6,4,4,5,6,6,4,5,5,6,4,4,4,5,4,5,4,2,4,4,5
215,R_cZr28GjssJwMHrX,R_cZr28GjssJwMHrX,611,BJWmOUwLZ8,2,NA,NA,NA,6,NA,NA,NA,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,7,6,NA,6,NA,NA,NA,NA,6,5,5,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,5,NA,NA,NA,5,NA,NA,7,NA,5,6,6,NA,NA,NA,NA,NA,NA,5,3,7,NA,NA,NA,NA,6,NA,NA,6,NA,NA,6,5,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,3,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,24,Male,Other,trout,"Yes, I only spoke English growing up",NA,Nope! :),The ability to find the most words.,No comments :),1,ad64|ad33|ad20|ad46|ad53|ad78|ad65|ad55|ad22|ad57|catch1|ad77|ad66|ad56|ad28|ad74|ad71|ad44|ad31|ad43|ad50|catch2|ad04|ad29|ad27|ad09|ad12|ad19,NA,NA,ad64,ad33,ad20,ad46,ad53,ad78,ad65,ad55,ad22,ad57,ad77,ad66,ad56,ad28,ad74,ad71,ad44,ad31,ad43,ad50,ad04,ad29,ad27,ad09,ad12,ad19,5,6,6,5,7,5,3,5,6,6,6,7,6,5,6,6,7,5,6,5,6,5,6,7,7,7
64,R_d0GSxTALkpV8CRP,R_d0GSxTALkpV8CRP,676,wqCsF5YDl,0,NA,NA,NA,NA,NA,5,6,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,5,5,NA,6,NA,3,NA,5,6,NA,5,5,NA,NA,NA,6,6,4,5,NA,5,NA,2,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,Less experienced,I was as skilled as most people,5,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,58,Female,Other,trout,"Yes, I only spoke English growing up",NA,the game didn't really make sense to me.  was never certain about how to select the letters for the words,"honestly, i'm not at all sure.",NA,1,ad23|ad71|ad46|ad57|ad07|ad42|ad12|ad72|ad62|ad31|catch1|ad54|ad55|ad65|ad64|ad70|ad61|ad74|ad16|ad22|ad59|catch2|ad45|ad76|ad69|ad06|ad40|ad08,NA,NA,ad23,ad71,ad46,ad57,ad07,ad42,ad12,ad72,ad62,ad31,ad54,ad55,ad65,ad64,ad70,ad61,ad74,ad16,ad22,ad59,ad45,ad76,ad69,ad06,ad40,ad08,5,4,6,6,6,5,5,5,6,5,5,5,5,5,6,5,5,5,5,3,4,2,6,5,5,5
156,R_D5Bi3n16x8AC57X,R_D5Bi3n16x8AC57X,825,9DiNdXev4,5,NA,NA,5,2,NA,NA,NA,NA,NA,NA,6,5,5,NA,NA,NA,6,NA,NA,4,NA,NA,3,6,2,NA,NA,NA,6,NA,5,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,6,5,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,7,NA,NA,NA,5,1,5,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,As experienced,I was as skilled as most people,6,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,36,Male,Other,trout,"Yes, I only spoke English growing up",NA,no problems,following instructions and speed ,NA,1,ad51|ad32|ad71|ad57|ad23|ad04|ad45|ad66|ad29|ad20|catch1|ad34|ad03|ad43|ad31|ad70|ad53|ad76|ad12|ad77|ad75|catch2|ad11|ad25|ad52|ad24|ad17|ad13,NA,NA,ad51,ad32,ad71,ad57,ad23,ad04,ad45,ad66,ad29,ad20,ad34,ad03,ad43,ad31,ad70,ad53,ad76,ad12,ad77,ad75,ad11,ad25,ad52,ad24,ad17,ad13,6,7,7,6,3,2,1,6,6,4,5,5,5,5,5,5,1,5,5,5,6,2,5,6,6,5
89,R_DjclZJDkmqvTUgp,R_DjclZJDkmqvTUgp,627,Uk8IXCZZPz,2,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,NA,5,NA,NA,5,NA,6,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,NA,5,NA,NA,6,NA,6,NA,NA,5,NA,5,5,NA,6,6,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,6,NA,6,6,NA,NA,NA,NA,NA,NA,7,4,NA,6,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,7,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,41,Female,Other,trout,"Yes, I only spoke English growing up",NA,No,Words,Thanks,1,ad75|ad14|ad02|ad65|ad76|ad01|ad33|ad44|ad50|ad68|catch1|ad21|ad24|ad59|ad29|ad03|ad47|ad42|ad39|ad78|ad26|catch2|ad58|ad52|ad49|ad17|ad53|ad67,NA,NA,ad75,ad14,ad02,ad65,ad76,ad01,ad33,ad44,ad50,ad68,ad21,ad24,ad59,ad29,ad03,ad47,ad42,ad39,ad78,ad26,ad58,ad52,ad49,ad17,ad53,ad67,7,5,5,6,4,5,6,6,5,6,5,5,2,6,6,5,6,5,6,6,6,6,5,6,6,6
65,R_DvffdvvOpAKtMfT,R_DvffdvvOpAKtMfT,568,SCjimb8cMB,7,NA,6,NA,7,6,NA,NA,NA,NA,6,6,7,4,NA,NA,NA,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,5,NA,5,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,5,2,NA,NA,NA,NA,4,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,6,4,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,Less experienced,I was less skilled than most people,6,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,I'm not sure,NA,48,Female,Other,trout,"Yes, I only spoke English growing up",NA,none,About how we perceive our success after reading and making judgements on what we deem successful information.,"I have not seen this game before, but it seems fun to play and I would play it in the future.",1,ad78|ad12|ad11|ad33|ad39|ad73|ad41|ad18|ad62|ad13|catch1|ad02|ad20|ad52|ad53|ad59|ad31|ad35|ad72|ad30|ad63|catch2|ad04|ad49|ad54|ad40|ad05|ad10,NA,NA,ad78,ad12,ad11,ad33,ad39,ad73,ad41,ad18,ad62,ad13,ad02,ad20,ad52,ad53,ad59,ad31,ad35,ad72,ad30,ad63,ad04,ad49,ad54,ad40,ad05,ad10,6,7,6,5,5,7,7,6,6,4,6,5,3,5,4,6,5,5,6,5,7,2,2,6,6,6
129,R_Dw1vM3bMNO9SUY9,R_Dw1vM3bMNO9SUY9,1528,IY0RuewcV,12,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,5,NA,4,5,4,NA,NA,NA,NA,5,NA,NA,5,NA,5,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,4,NA,NA,NA,4,NA,NA,5,NA,NA,5,5,NA,NA,NA,NA,4,5,NA,5,NA,NA,NA,4,NA,NA,5,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,As experienced,I was as skilled as most people,6,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,67,Female,Other,trout,"Yes, I only spoke English growing up",NA,n,boggle,n,1,ad39|ad16|ad24|ad77|ad68|ad12|ad55|ad62|ad46|ad09|catch1|ad21|ad74|ad14|ad50|ad42|ad31|ad67|ad07|ad70|ad51|catch2|ad15|ad29|ad26|ad27|ad61|ad58,NA,NA,ad39,ad16,ad24,ad77,ad68,ad12,ad55,ad62,ad46,ad09,ad21,ad74,ad14,ad50,ad42,ad31,ad67,ad07,ad70,ad51,ad15,ad29,ad26,ad27,ad61,ad58,5,4,5,5,5,5,4,5,4,4,5,4,4,5,5,5,4,4,5,4,5,5,5,5,5,5
161,R_eWKxOKLgUSM1NdL,R_eWKxOKLgUSM1NdL,651,RO29oqdwkn,7,5,NA,5,NA,NA,NA,NA,5,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,5,4,5,4,NA,NA,NA,NA,NA,5,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,5,4,NA,NA,4,5,3,NA,NA,NA,NA,5,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a year,Less experienced,I was less skilled than most people,10,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,35,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,no idea,NA,1,ad03|ad09|ad51|ad35|ad54|ad24|ad67|ad21|ad33|ad70|catch1|ad34|ad66|ad01|ad58|ad27|ad36|ad72|ad08|ad77|ad26|catch2|ad71|ad10|ad63|ad25|ad23|ad13,NA,NA,ad03,ad09,ad51,ad35,ad54,ad24,ad67,ad21,ad33,ad70,ad34,ad66,ad01,ad58,ad27,ad36,ad72,ad08,ad77,ad26,ad71,ad10,ad63,ad25,ad23,ad13,5,5,5,4,5,5,4,4,5,4,6,5,5,5,4,4,3,5,5,5,5,5,5,4,4,4
199,R_eWLgvumGLBgFxFH,R_eWLgvumGLBgFxFH,1539,iL2rkPBbm,1,NA,NA,7,NA,7,NA,NA,7,6,NA,NA,NA,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,5,5,7,NA,NA,NA,5,NA,NA,NA,NA,NA,7,6,5,NA,NA,7,NA,NA,NA,NA,7,NA,NA,7,NA,NA,6,NA,7,NA,NA,7,6,NA,6,NA,NA,NA,NA,5,6,6,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,Less experienced,I was less skilled than most people,1,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,26,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,analyzing the decisions,no,1,ad13|ad42|ad77|ad09|ad37|ad64|ad31|ad36|ad50|ad70|catch1|ad24|ad08|ad78|ad72|ad49|ad69|ad66|ad38|ad58|ad61|catch2|ad53|ad48|ad15|ad05|ad32|ad03,2,missed rating catch,ad13,ad42,ad77,ad09,ad37,ad64,ad31,ad36,ad50,ad70,ad24,ad08,ad78,ad72,ad49,ad69,ad66,ad38,ad58,ad61,ad53,ad48,ad15,ad05,ad32,ad03,6,5,5,6,5,6,6,5,5,6,6,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7
25,R_OQ0UsNJ2QrD589r,R_OQ0UsNJ2QrD589r,479,mRXBP5PTQ,10,7,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,7,4,NA,NA,7,7,4,NA,7,7,4,NA,NA,NA,NA,NA,7,NA,4,NA,NA,NA,NA,7,7,4,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,7,NA,NA,7,NA,7,NA,4,4,NA,NA,NA,7,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,More experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,31,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,NA,NA,1,ad21|ad69|ad41|ad74|ad25|ad17|ad70|ad33|ad11|ad65|catch1|ad59|ad27|ad42|ad62|ad22|ad18|ad44|ad10|ad67|ad40|catch2|ad35|ad26|ad01|ad43|ad45|ad23,NA,NA,ad21,ad69,ad41,ad74,ad25,ad17,ad70,ad33,ad11,ad65,ad59,ad27,ad42,ad62,ad22,ad18,ad44,ad10,ad67,ad40,ad35,ad26,ad01,ad43,ad45,ad23,7,4,7,7,7,7,4,7,7,7,7,4,4,7,7,4,4,7,7,7,4,7,7,7,1,4
291,R_OxMdzLT79c1CN1L,R_OxMdzLT79c1CN1L,621,uay0h3vwTn,7,NA,NA,5,NA,NA,5,NA,5,NA,5,NA,5,5,5,NA,4,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,NA,4,5,NA,5,NA,NA,NA,NA,5,5,NA,5,NA,4,NA,NA,4,NA,5,4,4,1,I'm not sure,NA,NA,A few times a week,As experienced,I was as skilled as most people,5,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,23,Female,Other,trout,"Yes, I only spoke English growing up",NA,"on the screen that gave examples and asked if they're correct or not, the images did not load",Problem solving and puzzles,NA,1,ad76|ad60|ad49|ad71|ad30|ad61|ad08|ad14|ad03|ad50|catch1|ad29|ad63|ad68|ad24|ad13|ad73|ad43|ad16|ad55|ad18|catch2|ad78|ad69|ad10|ad54|ad12|ad06,NA,NA,ad76,ad60,ad49,ad71,ad30,ad61,ad08,ad14,ad03,ad50,ad29,ad63,ad68,ad24,ad13,ad73,ad43,ad16,ad55,ad18,ad78,ad69,ad10,ad54,ad12,ad06,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5
85,R_oYTk1qwM7YxBfwJ,R_oYTk1qwM7YxBfwJ,1224,61f0yq9oYg,3,NA,5,6,NA,NA,NA,3,4,NA,NA,NA,NA,4,NA,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,5,1,NA,NA,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,NA,NA,7,NA,NA,NA,NA,NA,6,1,NA,NA,NA,6,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,4,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,28,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,to see how people feel about puzzles.,NA,1,ad72|ad13|ad02|ad49|ad19|ad61|ad66|ad47|ad03|ad32|catch1|ad28|ad50|ad77|ad08|ad07|ad29|ad62|ad63|ad31|ad38|catch2|ad52|ad73|ad51|ad36|ad16|ad30,NA,NA,ad72,ad13,ad02,ad49,ad19,ad61,ad66,ad47,ad03,ad32,ad28,ad50,ad77,ad08,ad07,ad29,ad62,ad63,ad31,ad38,ad52,ad73,ad51,ad36,ad16,ad30,6,4,5,3,7,5,7,4,6,1,1,6,6,4,3,6,7,4,5,6,5,1,7,5,7,6
90,R_pi818JV1x5F2zcZ,R_pi818JV1x5F2zcZ,560,EnvjVHOIJM,0,NA,NA,NA,NA,NA,7,NA,3,5,5,NA,NA,NA,NA,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,7,NA,6,6,6,7,NA,NA,NA,NA,NA,7,NA,3,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,7,NA,3,4,NA,NA,NA,5,NA,NA,NA,6,5,NA,5,4,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a month,Less experienced,I was less skilled than most people,5,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,28,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,NA,NA,1,ad36|ad61|ad35|ad63|ad38|ad19|ad10|ad33|ad66|ad65|catch1|ad53|ad46|ad37|ad78|ad08|ad74|ad77|ad47|ad18|ad06|catch2|ad15|ad70|ad28|ad75|ad44|ad09,NA,NA,ad36,ad61,ad35,ad63,ad38,ad19,ad10,ad33,ad66,ad65,ad53,ad46,ad37,ad78,ad08,ad74,ad77,ad47,ad18,ad06,ad15,ad70,ad28,ad75,ad44,ad09,6,5,6,7,7,0,5,7,4,3,5,3,6,4,3,6,5,3,6,7,3,5,6,5,7,5
