condition,advisor,participant,Answer.surveycode,Finished,Q_TotalDuration,iud_c,advc_i_t_3,adv_t_3,hjt_c,ypl_c,sqt_c,jfm_c,lnc_c,Prev.Games_1,Prev.Games_2,Prev.Games_3,Prev.Games_3_TEXT,Prev.Games_4,Play.Rate,PlayHistor,adv_skl,adv_comp,adv_help_hyp,adv_eff_hyp,adv_help,adv_eff_1,Subjec.Exp,SubjSkill,avg_perf_1_TEXT,adv_perf_1_TEXT,input,input_TEXT,browser,age,gender,randomized_order,Exclude,Exclude_why,baseline,advisor_pid,advisor_start.date,advisor_ResponseID,advisor_duration,advisor_browser_meta,advisor_consent_t_3,advisor_Intro_t_3,advisor_Line_t_3,advisor_Line2_c,advisor_Practice_c,advisor_itz_c,advisor_iud_c,advisor_hjt_c,advisor_ypl_c,advisor_sqt_c,advisor_yto_c,advisor_jfm_c,advisor_kte_c,advisor_bga_c,advisor_lnc_c,advisor_board_mean,advisor_board_median,advisor_adv_inst_t_3,advisor_advice,advisor_advice_t_3,advisor_subexp,advisor_subskill,advisor_input,advisor_browser_report,advisor_avg_perf,advisor_adv_eff_1,advisor_age,advisor_gender,advisor_vision,advisor_language,advisor_language2,StudyGuess.y,Comments.y,advisor_board_order,advisor_b1,advisor_b2,advisor_b3,advisor_b4,advisor_b5,advisor_b6,advisor_b7,advisor_b8,advisor_b9,advisor_b10,advisor_s1,advisor_s2,advisor_s3,advisor_s4,advisor_s5,advisor_s6,advisor_s7,advisor_s8,advisor_s9,advisor_s10,baseline
treatment,ap33,820,R_3fUaVc8w0khsin3,1,840,47.643,19.384,13.606,72.549,51.676,55.972,90.63,44.946,1,NA,NA,NA,NA,4,5,3,2,,,7,20,2,2,60,50,mouse,NA,Mozilla Firefox,45,Female,adv_header|ap33|adv_t|Q151,NA,NA,47.643,47,42289.78403,R_27pwGT93rzOTm0D,896,Chrome,2.424,20.256,5.083,17.793,31.193,33.103,33.873,23.966,28.985,72.53,15.759,43.151,24.937,132.912,73.799,48.3015,33.488,20.063,If you can't seem to figure it out then start over and do something different.,13.974,2,3,mouse,Google Chrome,80,51,33,Female,1,1,NA,To see how well people could perform.,No.,ypl|yto|jfm|lnc|kte|bga|iud|sqt|hjt|itz,ypl_c,yto_c,jfm_c,lnc_c,kte_c,bga_c,iud_c,sqt_c,hjt_c,itz_c,28.985,15.759,43.151,73.799,24.937,132.912,33.873,72.53,23.966,33.103,47.643
treatment,ap64,1269,R_1o78tJh9DvRp7Ui,1,955,47.643,206.581,15.745,46.52,37.384,38.284,30.2,59.31,NA,NA,NA,NA,1,NA,NA,1,1,,,2,9,1,2,45,55,mouse,NA,Google Chrome,45,Male,adv_header|ap64|adv_t|Q151,NA,NA,47.643,56,42289.78472,R_1E3V86XMpXf9mhA,1390,Chrome,11.87,65.957,7.263,4.064,39.661,45.114,35.206,198.259,26.729,69.165,98.571,61.908,125.369,36.036,54.616,75.0973,58.262,46.761,Try to be patient and think about all possible combinations ,82.288,1,1,mouse,Google Chrome,70,75,24,Male,1,1,NA,Testing mental flexibility,None,sqt|hjt|bga|lnc|iud|yto|kte|ypl|itz|jfm,sqt_c,hjt_c,bga_c,lnc_c,iud_c,yto_c,kte_c,ypl_c,itz_c,jfm_c,69.165,198.259,36.036,54.616,35.206,98.571,125.369,26.729,45.114,61.908,47.643
treatment,ap09,1344,R_9GrB7blbFj2pPs5,1,567,47.669,17.198,13.143,59.777,33.132,26.224,18.692,25.432,NA,NA,NA,NA,1,NA,NA,2,2,,,3,0,1,1,25,25,trackpad,NA,Google Chrome,25,Female,adv_header|ap09|adv_t|Q151,NA,NA,47.669,28,42289.78403,R_262LRkUGXqqqdW5,1140,Chrome,19.971,15.893,6.633,8.673,24.581,16.234,36.195,17.099,30.646,21.467,50.705,15.353,43.52,20.776,31.449,28.3444,26.0565,16.281,"My advice for strategy would be to connect the dots farthest apart first, so that you can create paths for the closer dots with the board ""map"" already mostly in place.",94.405,1,2,mouse,Google Chrome,60,67,44,Male,1,1,NA,This study may have been about allowing participants to practice a game and to evaluate the varying advice the participants are asked to provide future players.,I enjoyed the games.,yto|itz|kte|lnc|sqt|hjt|jfm|ypl|bga|iud,yto_c,itz_c,kte_c,lnc_c,sqt_c,hjt_c,jfm_c,ypl_c,bga_c,iud_c,50.705,16.234,43.52,31.449,21.467,17.099,15.353,30.646,20.776,36.195,47.669
treatment,ap40,491,R_OHj5weI0OWgBnbP,1,902,47.678,30.799,13.806,88.505,39.024,37.989,25.22,50.87,NA,NA,NA,NA,1,NA,NA,1,3,,,4,15,2,1,45,20,mouse,NA,Google Chrome,33,Male,adv_header|ap40|adv_t|Q151,NA,NA,47.678,60,42289.78542,R_29hb9ZvqyeRwVat,1033,Chrome,10.42,19.712,7.467,4.117,26.21,35.588,84.101,35.034,159.514,39.955,0.2,46.787,26.954,28.74,41.09,49.7963,37.7715,23.786,Don't always go for the obvious pattern. Try to weed out the ones that only have one way to go first. Or do the difficult ones first.,46.459,2,1,mouse,Google Chrome,50,41,26,Female,1,1,NA,strategy skills,NA,bga|ypl|yto|iud|hjt|sqt|kte|lnc|itz|jfm,bga_c,ypl_c,yto_c,iud_c,hjt_c,sqt_c,kte_c,lnc_c,itz_c,jfm_c,28.74,159.514,0.2,84.101,35.034,39.955,26.954,41.09,35.588,46.787,47.678
treatment,ap53,280,R_28NwISTQQjYta3H,1,881,47.697,20.445,13.909,74.506,32.55,226.409,35.203,43.006,1,NA,NA,NA,1,5,3,2,2,,,3,37,2,3,60,no idea,mouse,NA,Mozilla Firefox,25,Male,adv_header|ap53|adv_t|Q151,NA,NA,47.697,94,42289.81042,R_10OD8ELukTlONPA,875,Firefox,2.286,11.231,13.797,3.671,31.968,22.887,36.887,142.707,24.8,65.824,89.382,38.222,51.14,62.366,28.328,56.2543,44.681,16.508,Don't be afraid to make mistakes. It's very easy to undo them than to just try to get it right the first few tries.,19.308,1,1,mouse,Mozilla Firefox,30,0,33,Female,1,1,NA,I don't know.,Thank you!,sqt|hjt|kte|bga|iud|lnc|yto|jfm|ypl|itz,sqt_c,hjt_c,kte_c,bga_c,iud_c,lnc_c,yto_c,jfm_c,ypl_c,itz_c,65.824,142.707,51.14,62.366,36.887,28.328,89.382,38.222,24.8,22.887,47.697
control,ap00,2460,R_WjwehgTA1O28VmV,1,440,47.711,,,29.815,24.246,66.265,29.095,17.248,NA,NA,NA,NA,1,NA,NA,,,4,20,,,1,NA,60,,touchscreen,NA,Google Chrome,21,Male,,NA,NA,47.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2534,R_29ujugRLpi4AXaO,1,754,47.719,,,22.85,24.856,22.193,25.91,121.291,NA,NA,NA,NA,1,NA,NA,,,3,45,,,2,2,24,,mouse,NA,Mozilla Firefox,26,Prefer not to answer,,NA,NA,47.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap31,1014,R_z2xUIzkiD2qmwql,1,863,47.765,16.62,24.497,187.274,49.083,53.854,25.284,39.855,NA,NA,NA,NA,1,NA,NA,2,2,,,5,52,2,2,45,50,trackpad,NA,Google Chrome,30,Male,adv_header|ap31|adv_t|Q151,NA,NA,47.765,44,42289.78403,R_3HtD0S9PTLvRFpa,961,Chrome,14.366,23.973,15.001,4.956,21.159,21.285,32.921,43.229,25.064,26.8,48.995,31.157,75.516,23.706,37.511,36.6184,32.039,24.988,"you will need to use patience.  it is important to plan your moves with care.  try to connect the close items first, then work your way up to the larger distance items.",62.282,1,2,mouse,Google Chrome,40,88,37,Female,1,1,NA,to see how one uses experience to give advice to help others.,NA,bga|sqt|itz|iud|yto|ypl|kte|hjt|lnc|jfm,bga_c,sqt_c,itz_c,iud_c,yto_c,ypl_c,kte_c,hjt_c,lnc_c,jfm_c,23.706,26.8,21.285,32.921,48.995,25.064,75.516,43.229,37.511,31.157,47.765
treatment,ap63,577,R_3Pho69q1l4zeAUP,1,953,47.785,35.422,66.988,70.469,36.307,29.1,32.198,59.171,NA,NA,NA,NA,1,NA,NA,2,3,,,4,35,1,1,45,30,mouse,NA,Mozilla Firefox,32,Male,adv_header|ap63|adv_t|Q151,NA,NA,47.785,89,42289.80139,R_29bHTUC2CIKSmRv,1634,Chrome,49.375,15.359,5.164,4.662,68.268,37.857,55.035,237.868,148.137,53.889,187.818,50.589,108.823,44.493,39.58,96.4089,54.462,16.272,Experiment at first. Try to see where certain color lines would HAVE to fill in the space in order for all the spaces to be filled.,51.848,1,1,mouse,Google Chrome,200,13,25,Male,1,1,NA,Probably had something to do without our ability to describe our own strategies and methods.,No comments.,iud|kte|hjt|sqt|bga|itz|lnc|ypl|jfm|yto,iud_c,kte_c,hjt_c,sqt_c,bga_c,itz_c,lnc_c,ypl_c,jfm_c,yto_c,55.035,108.823,237.868,53.889,44.493,37.857,39.58,148.137,50.589,187.818,47.785
treatment,ap06,1148,R_1mz9OfBWfKPNJlY,1,625,47.793,16.534,13.603,115.492,23.039,60.228,19.21,40.206,NA,NA,NA,NA,1,NA,NA,2,3,,,6,73,1,1,45,30,trackpad,NA,Mozilla Firefox,21,Female,adv_header|ap06|adv_t|Q151,NA,NA,47.793,3,42289.78333,R_33Ei5wCA6EGaW3Q,868,Firefox,2.273,15.341,5.347,3.094,34.993,39.608,15.946,28.025,35.275,26.26,20.94,24.329,16.109,28.641,22.385,25.7518,25.2945,50.855,Complete the colors that are closest to eachother first. / Complete the colors where there is only one way to complete it.,31.377,1,1,mouse,Mozilla Firefox,30,80,36,Male,1,1,NA,How we respond to the game.,NA,bga|ypl|sqt|hjt|lnc|jfm|itz|iud|yto|kte,bga_c,ypl_c,sqt_c,hjt_c,lnc_c,jfm_c,itz_c,iud_c,yto_c,kte_c,28.641,35.275,26.26,28.025,22.385,24.329,39.608,15.946,20.94,16.109,47.793
control,ap00,2416,R_1nNmOiAkS9BME1R,1,834,47.815,,,50.7,55.421,114.362,33.075,96.565,NA,NA,NA,NA,1,NA,NA,,,2,44,,,2,2,50,,mouse,NA,Google Chrome,24,Female,,NA,NA,47.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap48,710,R_1CIxgfEpv7XNxPD,1,679,47.831,19.943,19.894,76.55,28.9,34.648,29.283,27.437,NA,NA,NA,NA,1,NA,NA,2,2,,,5,10,1,1,40,30,mouse,NA,Google Chrome,35,Female,adv_header|ap48|adv_t|Q151,NA,NA,47.831,9,42289.78333,R_3QwRcVO4jbWXtjr,1717,Chrome,5.26,85.492,7.653,9.582,34.02,45.576,28.81,46.583,23.5,28.7,38.916,28.924,83.876,75.611,52.788,45.3284,42.246,24.195,The best advice I can offer is to make the long connections first; that is. try to link the color that takes up the most squares first. Then you can work around with the colors that take up smaller squares.,89.237,1,1,mouse,Google Chrome,30,41,30,Female,1,1,NA,"Not sure, but it was fun.",I enjoyed this game.,jfm|yto|sqt|ypl|hjt|iud|lnc|itz|kte|bga,jfm_c,yto_c,sqt_c,ypl_c,hjt_c,iud_c,lnc_c,itz_c,kte_c,bga_c,28.924,38.916,28.7,23.5,46.583,28.81,52.788,45.576,83.876,75.611,47.831
treatment,ap34,368,R_2rYkCX9126dPMjL,1,658,47.856,17.53,14.164,63.949,40.261,29.921,67.575,32.098,NA,NA,NA,NA,1,NA,NA,3,3,,,7,79,1,1,30,20,mouse,NA,Google Chrome,33,Male,adv_header|ap34|adv_t|Q151,NA,NA,47.856,7,42289.78333,R_3G8wp5Ju80WwcVo,869,Firefox,10.099,21.473,6.954,4.325,31.827,83.494,80.582,28.498,29.924,35.234,54.308,31.262,19.446,38.107,32.864,43.3719,34.049,23.834,"When trying to connect colors that look farthest from each other, try and use the route that is least direct. One that uses up most boxes.",55.674,1,2,mouse,Internet Explorer,38,60,30,Male,1,1,NA,not sure,NA,itz|sqt|iud|jfm|hjt|kte|yto|lnc|bga|ypl,itz_c,sqt_c,iud_c,jfm_c,hjt_c,kte_c,yto_c,lnc_c,bga_c,ypl_c,83.494,35.234,80.582,31.262,28.498,19.446,54.308,32.864,38.107,29.924,47.856
control,ap00,2150,R_2zcDz73aafVb3U9,1,470,47.86,,,28.803,20.615,26.363,27.9,22.163,1,NA,NA,NA,NA,4,4,,,5,32,,,2,2,30,,touchscreen,NA,Google Chrome,29,Female,,NA,NA,47.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap14,917,R_e9vX9k8NIgfs2E9,1,774,47.873,17.675,13.552,74.906,67.904,93.423,32.123,42.517,NA,NA,NA,NA,1,NA,NA,2,2,,,5,39,1,1,60,45,mouse,NA,Google Chrome,64,Female,adv_header|ap14|adv_t|Q151,NA,NA,47.873,76,42289.79167,R_27e6qvKbbKuHLoP,1704,Chrome,3.506,1018.995,31.627,6.601,17.8,34.312,39.639,41.583,28.162,24.648,43.408,25.968,25.089,24.647,17.08,30.4536,27.065,16.595,"Try to stay to the outside as much as possible, and work your way inward",20.243,1,2,mouse,Google Chrome,45,43,25,Male,1,1,NA,I don't know,NA,yto|ypl|jfm|itz|bga|iud|lnc|kte|sqt|hjt,yto_c,ypl_c,jfm_c,itz_c,bga_c,iud_c,lnc_c,kte_c,sqt_c,hjt_c,43.408,28.162,25.968,34.312,24.647,39.639,17.08,25.089,24.648,41.583,47.873
treatment,ap43,1622,R_12mxCElyyX20myc,1,595,47.969,16.75,13.338,38.736,24.653,34.346,38.878,20.236,NA,NA,NA,NA,1,NA,NA,2,1,,,3,0,1,2,35,35,mouse,NA,Google Chrome,24,Male,adv_header|ap43|adv_t|Q151,NA,NA,47.969,40,42289.78403,R_3g1SsPawycgzfmt,1094,Firefox,6.964,82.295,5.529,4.279,27.038,24.055,28.034,37.424,50.387,73.768,266.783,34.18,47.16,39.481,33.705,63.4977,38.4525,16.495,"Focus on the shortest links first, then the longest links. The rest will fall into place",25.16,2,2,trackpad,Mozilla Firefox,30,0,24,Female,1,1,NA,skill at puzzles, ,yto|ypl|lnc|jfm|sqt|hjt|bga|iud|kte|itz,yto_c,ypl_c,lnc_c,jfm_c,sqt_c,hjt_c,bga_c,iud_c,kte_c,itz_c,266.783,50.387,33.705,34.18,73.768,37.424,39.481,28.034,47.16,24.055,47.969
control,ap00,2260,R_2uIdjE8BHChSxZh,1,745,48.002,,,53.325,25.53,35.263,30.941,46.97,NA,NA,NA,NA,1,NA,NA,,,7,48,,,1,3,30,,touchscreen,NA,Google Chrome,33,Male,,NA,NA,48.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap40,1479,R_yxvMnIzjcRe1qxP,1,547,48.041,16.261,14.559,47.868,51.529,49.677,22.347,30.321,NA,NA,NA,NA,1,NA,NA,2,2,,,5,45,2,2,60,40,trackpad,NA,Google Chrome,30,Male,adv_header|ap40|adv_t|Q151,NA,NA,48.041,60,42289.78542,R_29hb9ZvqyeRwVat,1033,Chrome,10.42,19.712,7.467,4.117,26.21,35.588,84.101,35.034,159.514,39.955,0.2,46.787,26.954,28.74,41.09,49.7963,37.7715,23.786,Don't always go for the obvious pattern. Try to weed out the ones that only have one way to go first. Or do the difficult ones first.,46.459,2,1,mouse,Google Chrome,50,41,26,Female,1,1,NA,strategy skills,NA,bga|ypl|yto|iud|hjt|sqt|kte|lnc|itz|jfm,bga_c,ypl_c,yto_c,iud_c,hjt_c,sqt_c,kte_c,lnc_c,itz_c,jfm_c,28.74,159.514,0.2,84.101,35.034,39.955,26.954,41.09,35.588,46.787,48.041
treatment,ap42,564,R_2dgdhgdDNVmhqds,1,767,48.084,16.634,13.418,60.713,16.426,34.077,22.453,30.911,NA,NA,NA,NA,1,NA,NA,2,2,,,1,0,1,1,30,35,mouse,NA,Google Chrome,21,Male,adv_header|ap42|adv_t|Q151,NA,NA,48.084,95,42289.81319,R_USZF3j7PkAp6PK1,1208,Chrome,190.63,17.809,9.507,4.375,85.855,29.667,87.353,111.514,44.432,35.316,73.366,37.699,29.702,37.748,37.997,52.4794,37.8725,22.12,Start with the ones that will only have one solution possible.,19.53,1,2,trackpad,Google Chrome,50,55,25,Male,1,1,NA,NA,NA,hjt|bga|kte|lnc|iud|sqt|yto|jfm|ypl|itz,hjt_c,bga_c,kte_c,lnc_c,iud_c,sqt_c,yto_c,jfm_c,ypl_c,itz_c,111.514,37.748,29.702,37.997,87.353,35.316,73.366,37.699,44.432,29.667,48.084
treatment,ap69,393,R_1rNUVstNcO2iucj,1,706,48.235,17.211,22.518,114.467,19.044,30.063,93.826,40.578,NA,NA,NA,NA,1,NA,NA,2,2,,,4,0,2,2,45,45,mouse,NA,Google Chrome,31,Male,adv_header|ap69|adv_t|Q151,NA,NA,48.235,37,42289.78403,R_3scd0VVMvkAyu08,1859,Chrome,3.329,53.629,10.394,7.49,30.058,74.759,61.305,250.959,65.769,134.045,76.75,74.31,67.266,57.719,67.762,93.0644,71.036,27.746,I think the most important advice that I can give is to pinpoint the  colors that are far away or what looks like to be the hardest to connect and try to find the right route to connect. You will get the hang of it after awhile even though they get more difficult as they go. ,334.791,1,2,trackpad,Google Chrome,70,48,36,Male,1,1,NA,I don't know,no,yto|ypl|itz|bga|iud|jfm|hjt|sqt|kte|lnc,yto_c,ypl_c,itz_c,bga_c,iud_c,jfm_c,hjt_c,sqt_c,kte_c,lnc_c,76.75,65.769,74.759,57.719,61.305,74.31,250.959,134.045,67.266,67.762,48.235
control,ap00,2048,R_2xF4goFSYWT5Jer,1,1103,48.258,,,45.229,40.495,38.316,29.622,42.782,NA,NA,NA,NA,1,NA,NA,,,2,19,,,2,2,25,,mouse,NA,Safari,48,Female,,NA,NA,48.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap49,285,R_3ebt8ALwKAc7lb7,1,792,48.349,24.18,17.275,85.9,45.64,60.598,41.403,36.429,NA,NA,NA,NA,1,NA,NA,3,2,,,6,55,1,2,1.25,50,trackpad,NA,Internet Explorer,24,Female,adv_header|ap49|adv_t|Q151,NA,NA,48.349,17,42289.78403,R_1rv0IcGBRVU109d,1234,Chrome,50.952,173.734,5.974,3.977,30.687,28.2,75.136,40.552,65.121,73.64,145.073,29.148,46.045,34.319,36.863,57.4097,43.2985,21.23,"Start with the easy connections first, then work your way up to the ones that are more far apart. Usually once you get most of the board it's pretty easy to figure out where everything else should go. ",67.985,1,1,mouse,Google Chrome,40,65,29,Male,1,1,NA,"how people communicate advice, and perspectives of games. ",none,bga|kte|sqt|yto|iud|jfm|lnc|ypl|itz|hjt,bga_c,kte_c,sqt_c,yto_c,iud_c,jfm_c,lnc_c,ypl_c,itz_c,hjt_c,34.319,46.045,73.64,145.073,75.136,29.148,36.863,65.121,28.2,40.552,48.349
treatment,ap17,1399,R_1C1IlmmGLFZK78e,1,612,48.365,16.508,13.907,36.601,22.62,22.444,17.739,55.562,NA,NA,NA,NA,1,NA,NA,2,2,,,5,56,2,2,45,43,mouse,NA,Internet Explorer,31,Male,adv_header|ap17|adv_t|Q151,NA,NA,48.365,32,42289.78403,R_DUyg26dF9lYeHlv,920,Firefox,10.306,17.754,11.154,4.05,14.409,21.829,16.944,42.513,50.93,29.239,32.551,16.873,28.31,16.964,39.071,29.5224,28.7745,27.409,First start with the dots of the same color that are close to each other and connect those ones first. Then you will be able to see a distinct path for the longer lines of the same color to connect. Once you complete the first few it gets easier each time.,145.555,1,1,mouse,Mozilla Firefox,24,40,28,Female,1,1,NA,How people write instructions and give advice.,I thought this was a very fun task. Thank you,ypl|sqt|hjt|kte|lnc|itz|iud|jfm|yto|bga,ypl_c,sqt_c,hjt_c,kte_c,lnc_c,itz_c,iud_c,jfm_c,yto_c,bga_c,50.93,29.239,42.513,28.31,39.071,21.829,16.944,16.873,32.551,16.964,48.365
treatment,ap44,303,R_xu6NGiHsfEmgTV7,1,1030,48.389,16.465,13.245,96.048,42.109,126.521,58.123,88.579,NA,NA,NA,NA,1,NA,NA,2,2,,,4,20,1,1,60,50,mouse,NA,Google Chrome,42,Female,adv_header|ap44|adv_t|Q151,NA,NA,48.389,6,42289.78333,R_3Rx9n8Tz9mXBoC6,1089,Chrome,29.339,22.649,9.868,6.156,33.564,52.506,54.463,44.724,27.656,37.281,127.224,36.411,39.962,24.504,35.781,48.0512,38.6215,70.117,"I  would start by linking the dots that are closest together on the board and then moving outward to the dots that are farther apart, in this way you avoid intersecting lines when you are linking the colors.",63.677,1,1,trackpad,Google Chrome,35,59,28,Female,1,1,NA,I'm not sure.,NA,kte|yto|iud|itz|ypl|hjt|sqt|jfm|lnc|bga,kte_c,yto_c,iud_c,itz_c,ypl_c,hjt_c,sqt_c,jfm_c,lnc_c,bga_c,39.962,127.224,54.463,52.506,27.656,44.724,37.281,36.411,35.781,24.504,48.389
control,ap00,2282,R_3MyTGbVCEzOliT4,1,580,48.401,,,83.376,39.24,38.296,21.768,47.577,NA,NA,NA,NA,1,NA,NA,,,7,100,,,1,1,40,,touchscreen,NA,Internet Explorer,33,Female,,NA,NA,48.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap08,61,R_10vIo2fnwrxBxrs,1,773,48.406,16.22,13.754,67.451,36.92,53.907,30.221,32.861,NA,NA,NA,NA,1,NA,NA,2,1,,,1,0,1,1,60,40,mouse,NA,Mozilla Firefox,31,Male,adv_header|ap08|adv_t|Q151,NA,NA,48.406,81,42289.79514,R_ahh6HEAH5XZP1UB,754,Chrome,2.218,12.869,4.37,5.975,27.294,47.1,34.414,21.973,17.75,27.652,79.324,31.232,24.052,17.597,22.108,32.3202,25.852,20.334,If you get stuck- see if there are any other ways to make the colors connect than what you are already taking.,24.464,1,1,mouse,Google Chrome,50,50,25,Male,1,1,NA,I am unsure,NA,iud|bga|itz|ypl|hjt|kte|sqt|jfm|yto|lnc,iud_c,bga_c,itz_c,ypl_c,hjt_c,kte_c,sqt_c,jfm_c,yto_c,lnc_c,34.414,17.597,47.1,17.75,21.973,24.052,27.652,31.232,79.324,22.108,48.406
treatment,ap32,1677,R_3qD5XQn05BVuqaT,1,906,48.456,18.374,15.335,66.53,59.636,53.736,47.237,48.236,1,NA,NA,NA,NA,5,4,2,2,,,2,7,3,2,60,60,trackpad,NA,Google Chrome,38,Female,adv_header|ap32|adv_t|Q151,NA,NA,48.456,92,42289.80556,R_1PTAuBxcGTJUg0x,900,Chrome,101.717,5.822,3.63,2.509,29.88,36.093,29.548,71.229,41.149,20.539,100.344,32.615,29.257,27.622,34.23,42.2626,33.4225,16.16,Dont try to figure it out all in your head. Go ahead and start connecting immediatly then fix it as you go along ,32.136,2,2,trackpad,Google Chrome,30,65,23,Male,1,1,NA,NA,NA,hjt|lnc|bga|yto|sqt|jfm|iud|itz|ypl|kte,hjt_c,lnc_c,bga_c,yto_c,sqt_c,jfm_c,iud_c,itz_c,ypl_c,kte_c,71.229,34.23,27.622,100.344,20.539,32.615,29.548,36.093,41.149,29.257,48.456
treatment,ap07,216,R_1K7vIOnTA3ygivk,1,845,48.47,44.11,56.232,44.16,28.09,37.662,22.759,42.921,NA,NA,NA,NA,1,NA,NA,3,2,,,7,100,2,1,60,10,mouse,NA,Google Chrome,28,Female,adv_header|ap07|adv_t|Q151,NA,NA,48.47,15,42289.78333,R_1lo6kxfjNIohl4h,853,Chrome,17.137,65.843,12.027,7.974,36.337,25.512,45.442,23.959,29.895,25.75,27.638,31.489,23.112,17.253,21.722,27.1772,25.631,18.65,"Be sure not to separate two colored dots. If while building a line between two of the same color, make sure to roughly build a line of sight between other colors' dots so that you don't isolate them from each other.  /  / If the dots are close together, they will likely connect via short distance. The ones that are further apart are the ones that will need a more circuitous route. Connect the short ones first and then look at what's available for the ones farther apart. ",137.212,1,2,mouse,Google Chrome,21,20,28,Male,1,1,NA,How one feels about their own performance after performing a task then giving advice on it.,"That was a very fun survey, thank you!",sqt|yto|bga|jfm|lnc|iud|kte|hjt|ypl|itz,sqt_c,yto_c,bga_c,jfm_c,lnc_c,iud_c,kte_c,hjt_c,ypl_c,itz_c,25.75,27.638,17.253,31.489,21.722,45.442,23.112,23.959,29.895,25.512,48.47
control,ap00,2242,R_2agxbRB2oPDQkc6,1,485,48.495,,,28.502,29.61,35.768,40.777,31.965,NA,NA,NA,NA,1,NA,NA,,,4,10,,,1,2,40,,mouse,NA,Google Chrome,29,Female,,NA,NA,48.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2033,R_2EuUBw3CCDUPXKL,1,752,48.531,,,47.021,19.655,35.68,31.984,26.153,NA,NA,NA,NA,1,NA,NA,,,2,15,,,2,2,45,,touchscreen,NA,Mozilla Firefox,34,Male,,NA,NA,48.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2427,R_2YXP4rAq7FXk3Ix,1,687,48.543,,,51.246,52.647,101.567,26.367,39.971,NA,NA,NA,NA,1,NA,NA,,,4,61,,,1,1,60,,mouse,NA,Google Chrome,31,Male,,NA,NA,48.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap47,1526,R_31mzHB3Q3SRbI06,1,1955,48.584,16.883,13.624,43.657,46.569,47.185,30.143,26.274,NA,NA,NA,NA,1,NA,NA,2,2,,,4,22,2,1,45,40,trackpad,NA,Google Chrome,26,Female,adv_header|ap47|adv_t|Q151,NA,NA,48.584,23,42289.78403,R_1Gws3Vo4Nn7xdIa,1125,Firefox,5.869,39.838,14.562,5.519,36.02,36.564,71.75,55.094,39.91,37.406,44.444,42.612,66.507,32.828,39.959,46.7074,41.2855,25.361,"Just find the ones that are obvious first, do those, then move on to the next one that is obvious. Don't over complicate it, it's really simple.",98.517,2,2,mouse,Mozilla Firefox,40,90,32,Male,1,1,NA,Testing my problem solving skills,NA,ypl|iud|itz|hjt|jfm|kte|bga|lnc|sqt|yto,ypl_c,iud_c,itz_c,hjt_c,jfm_c,kte_c,bga_c,lnc_c,sqt_c,yto_c,39.91,71.75,36.564,55.094,42.612,66.507,32.828,39.959,37.406,44.444,48.584
treatment,ap55,7,R_3hG8bydQxmHOpDf,1,770,48.6,16.492,22.753,49.961,31.329,51.295,54.992,39.093,NA,NA,NA,NA,1,NA,NA,2,2,,,3,10,1,2,45,40,mouse,NA,Google Chrome,43,Male,adv_header|ap55|adv_t|Q151,NA,NA,48.6,19,42289.78403,R_1FDjnsJGHexfhO1,1462,Chrome,10.108,264.402,6.678,4.985,68.241,92.6,65.885,29.93,157.225,48.87,42.734,31.01,48.291,20.569,33.415,57.0529,45.5125,25.09,Find the two same color dots that are furthest apart and work out the path for them. Then the next two furthest apart etc. Remember once you've made a line it is easily rearranged by clicking on it and dragging it.,79.619,1,1,mouse,Google Chrome,45,67,53,Male,1,1,NA,Decision making. Abstract thought.,Very fun. Thank you,iud|itz|bga|ypl|hjt|jfm|yto|kte|lnc|sqt,iud_c,itz_c,bga_c,ypl_c,hjt_c,jfm_c,yto_c,kte_c,lnc_c,sqt_c,65.885,92.6,20.569,157.225,29.93,31.01,42.734,48.291,33.415,48.87,48.6
