Progress,Duration (in seconds),Finished,ResponseId,t_consent_First Click,t_consent_Last Click,t_consent_Page Submit,t_consent_Click Count,t_landing_First Click,t_landing_Last Click,t_landing_Page Submit,t_landing_Click Count,inst1_t_First Click,inst1_t_Last Click,inst1_t_Page Submit,inst1_t_Click Count,inst2_t_First Click,inst2_t_Last Click,inst2_t_Page Submit,inst2_t_Click Count,cat_t_First Click,cat_t_Last Click,cat_t_Page Submit,cat_t_Click Count,cat_c,eise_t_First Click,eise_t_Last Click,eise_t_Page Submit,eise_t_Click Count,eise_c,lnpk_t_First Click,lnpk_t_Last Click,lnpk_t_Page Submit,lnpk_t_Click Count,lnpk_c,mpeh_t_First Click,mpeh_t_Last Click,mpeh_t_Page Submit,mpeh_t_Click Count,mpeh_c,qual_fr,qual_mc,qual_mc_na,qual_percs_1,qual_percs_2,qual_percs_3,qual_percs_4,qual_percs_5,qual_percs_6,qual_percs_7,qual_percs_8,qual_percs_9,qual_percs_10,qual_slide_1,qual_t_First Click,qual_t_Last Click,qual_t_Page Submit,qual_t_Click Count,qual_expl,prev_exp,prev_last,prev_first,prev_freq,rel_skill,rel_exp,input,input_7_TEXT,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,hypothetical_DO
100,577,TRUE,R_3Rlbk0itX5LbBRN,9.707,9.707,11.17,1,0,0,3.727,0,19.193,19.193,20.552,1,13.224,37.047,39.178,7,24.151,31.094,34.689,2,QyhbHbWsu,10.054,82.907,85.953,3,6tP6sfuMe  ,3.251,73.318,79.493,3,ZyogkHu7nM,3.269,75.372,80.344,4,PFQU64GjLe,,,,7 - Extremely helpful,6,5,4,3,2,2,2,1 - Extremely unhelpful,1 - Extremely unhelpful,,28.663,43.847,45.742,11,I just think if you don't do better than 50 percent you aren't in position to give advice.,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,46,Male,Other,potato,"Yes, I only spoke English growing up",,,,not sure,,R_3Rlbk0itX5LbBRN,577,0,1,0,0,Q167|qual_percs|qual_t
100,578,TRUE,R_3oO4JZwCpV8xfyC,0,0,12.512,0,0,0,3.493,0,0,0,16.925,0,18.824,39.633,40.911,5,21.931,22.344,25.689,2,uRmoju4nM  ,73.825,74.091,77.171,2,bsxU2hcokn,67.053,67.331,70.578,2,Nw2335CyS0 ,72.21,72.559,75.568,2,ZUG0Oa8k4X ,,,,6,6,6,5,4,4,3,3,2,1 - Extremely unhelpful,,6.198,16.413,17.605,2,"I'm assuming that a high scoring person would be able to offer plenty of tips, but that the helpfulness of the tips and tricks I get would decrease with the score of the people I speak to.","Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,26,Male,Other,potato,"Yes, I only spoke English growing up",,,,I'm honestly not sure.,,R_3oO4JZwCpV8xfyC,578,0,0,0,0,Q167|qual_percs|qual_t
100,578,TRUE,R_1IK7aGSGGgOdPE7,2.72,2.72,4.55,1,0,0,2.347,0,5.346,5.346,9.337,1,20.204,78.627,79.615,12,15.152,25.899,26.876,5, gziddyXyVb  ,3.121,72.695,76.048,5, yexITQKEra  ,1.882,75.209,77.593,7,HVkiTR71z0  ,1.436,68.586,70.718,5, N50UURUMBs  ,,,,,,,,,,,,,,54,8.139,15.128,22.293,7,I want to talk to someone with score close to mine,"No, I've never played any version of this game before",,,Less than once a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,26,Female,Other,potato,"Yes, I only spoke English growing up",,,,,,R_1IK7aGSGGgOdPE7,578,0,0,0,0,Q167|qual_slide|qual_t
100,578,TRUE,R_1BPmCd9gdrvp5fS,8.084,8.084,20.132,1,0,0,4.054,0,7.427,13.579,22.966,3,13.476,29.066,31.902,7,3.907,43.44,48.623,5,YydvvcJHVF  ,4.523,78.703,82.227,4,bKRuKmi1,3.051,79.486,81.281,5,Fv1zltdNYu  ,2.745,74.929,76.536,3,TuEMyHW812,,,,,,,,,,,,,,99,2.893,33.521,34.689,7,It would make sense to take advice from somebody who did well in the game.,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,27,Female,Other,potato,"Yes, I only spoke English growing up",,,,I enjoyed taking part in it.,,R_1BPmCd9gdrvp5fS,578,0,0,0,0,Q167|qual_slide|qual_t
100,578,TRUE,R_3O8HCihzctWfAaO,6.124,6.124,8.025,1,0,0,2.54,0,0,0,16.422,0,3.66,20.229,21.164,7,27.678,27.678,29.756,1,L97CQNLHtd ,71.392,107.059,108.654,2,irhEHsbVG8,69.437,71.316,72.561,2,RmeVgfki4y,72.856,79.511,80.909,2,Ev2jIoFgu9 ,,,,,,,,,,,,,,70,17.959,19.023,19.581,2,"I've played a board game similar to this before called Boggle. I also feel that I found more words than average, but not every word possible","Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a month,I was more skilled than most people,I was as experienced as most people,"With a trackpad

",,21,Female,Other,potato,"Yes, I only spoke English growing up",,,,Self perception on ability to complete word games,,R_3O8HCihzctWfAaO,578,0,0,0,0,Q167|qual_slide|qual_t
100,579,TRUE,R_3OjKOHkvWMWxvlS,0,0,12.462,0,0,0,4.268,0,0,0,25.4,0,11.203,30.177,32.601,4,28.473,28.473,30.919,1,V93DgZDDxp,72.998,72.998,77.14,1,Io0BYp0Fia,69.221,69.221,72.017,1,lFpPyNf5lb,68.429,68.429,71.645,1,RgfxaGhUac,,,A participant who scored the same as you in the game,,,,,,,,,,,,29.554,29.554,31.109,1,"Assuming the person found the same amount of words as me, they probably had the same struggles or difficulties, therefore their advice would motivate me to try harder.","No, I've never played any version of this game before",,,A few times a year,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,34,Female,Other,potato,"Yes, I only spoke English growing up",,,it was just difficult using a trackpad,not sure,,R_3OjKOHkvWMWxvlS,579,0,0,0,0,Q167|qual_mc_na|qual_t
100,579,TRUE,R_0uCLwUhD344Wz6x,13.044,13.044,31.994,1,0,0,2.916,0,18.561,24.809,40.553,3,5.091,16.108,18.298,4,37.986,42.338,43.118,4,K8eKdqabrP,73.622,73.622,75.329,1,Yhma1igrTL,3.463,70.764,71.338,4,XsYYK4N79B,69.471,70.198,71.335,2,Fc0ONVcJHQ,,,,7 - Extremely helpful,7 - Extremely helpful,6,6,4,4,3,2,2,2,,1.81,39.689,40.537,16,"The very high achieving would help due to their successes. The low achieving may be able to explain what they did wrong, but if one already performed better than them, they're probably already doing this things correctly.","Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,I was more skilled than most people,I was more experienced than most people,"With a computer mouse

",,22,Male,Other,potato,"Yes, I only spoke English growing up",,,,Who we look to for help when looking to improve.,,R_0uCLwUhD344Wz6x,579,0,0,0,0,Q167|qual_percs|qual_t
100,579,TRUE,R_3Ra0rvG200By43k,10.78,10.78,12.641,1,0,0,4.515,0,9.179,9.179,19.631,1,10.075,32.653,35.216,8,6.961,37.927,40.611,4,GjiiUuX79c ,9.045,81.225,84.381,4,6E8OrWtsG9 ,3.729,73.087,75.796,3,cwjh1rMzll ,4.03,74.336,76.676,3,K6SCtNhpnw ,Someone who did very well.,,,,,,,,,,,,,,22.714,22.714,30.481,1,I would imagine people who did well in the game would offer better advise than someone who did poorly.,"Yes, I've played some version of this game before",Within the last year,Within the last 3 years,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,41,Female,Other,potato,"Yes, I only spoke English growing up",,,"I felt with a touch mousepad, it was sometimes difficult to drag it across letters.",I have no idea.,,R_3Ra0rvG200By43k,579,1,0,0,0,Q167|qual_fr|qual_t
100,579,TRUE,R_dmO5ccsuKRNX197,0,0,4.318,0,0,0,4.714,0,0,0,26.642,0,6.701,36.672,55.367,5,21.314,26.829,30.028,3,oDZjlcpFxs,74.366,74.912,79.082,3,KvOnatNjDr,68.474,68.922,71.7,2,2oGaSjlxlZ,67.815,71.571,73.936,3,L8yDzF2Oyb,,,,6,6,6,6,5,5,5,4,4,3,,36.291,51.063,54.775,10,I feel that even the worst players would of had something of interest to improve my score.,"No, I've never played any version of this game before",,,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,32,Male,Other,potato,"Yes, I only spoke English growing up",,,,Memory recall,,R_dmO5ccsuKRNX197,579,1,1,0,0,Q167|qual_percs|qual_t
100,579,TRUE,R_2czUPdJaec64oLA,0,0,20.762,0,0,0,3.312,0,0,0,41.466,0,6.7,17.977,19.434,4,13.806,13.806,15.942,1,9R2RdnU5i ,67.225,67.225,72.548,1,W1PZ9VwEMh,66.285,66.285,68.184,1,RetmCbVGPg,65.854,65.854,68.856,1,Gv9MyBCoGP,,,,,,,,,,,,,,99,25.163,25.163,26.663,1,"If I understood the question correctly, it asked me if I would ask someone who did terrible or someone who did really well for advice. The obvious choice would be to read the advice from someone who did exceptionally well.","Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a month,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,27,Female,Other,potato,"Yes, I only spoke English growing up",,,,Creativity of the mind,,R_2czUPdJaec64oLA,579,0,0,0,0,Q167|qual_slide|qual_t
100,580,TRUE,R_1r8IS5ED1IRev06,0,0,5.2,0,0,0,1.903,0,18.233,18.742,36.753,2,2.653,24.803,27.42,4,2.198,24.31,25.761,2,Gl1fQwECJ  ,72.672,72.672,74.115,1,rTVbI2H8NR  ,68.808,68.808,70.789,1,bIxJRRkjzH  ,66.341,66.341,67.447,1,LdwPX4dRTq  ,,,,7 - Extremely helpful,6,6,5,4,4,3,3,2,1 - Extremely unhelpful,,32.908,61.3,64.131,10,Would not want advice from people who scored the least.,I'm not sure,,,A few times a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,20,Male,Other,potato,"Yes, I spoke English and these other languages growing up:",Greek,,Holding down and selecting words wasn't too reliable. Sometimes it would select the image,Perception of word finding skills,,R_1r8IS5ED1IRev06,580,0,0,0,0,Q167|qual_percs|qual_t
100,580,TRUE,R_yqd7MQ08wfi56BH,0,0,10.463,0,0,0,3.675,0,0,0,20.373,0,4.013,33.885,37.749,5,22.992,23.432,26.776,2,yL9YjVmlKF,78.779,78.779,84.635,1,5vysFY7NUL,70.662,70.662,77.861,1,wpmynJ2865,69.092,69.092,76.043,1,QSg3QD58Be,,The participant who scored the best in the game,,,,,,,,,,,,,20.213,20.213,23.477,1,The person who scored the best would obliviously have the best strategy for successful completion of the game in the best manner possible. ,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,28,Male,Other,potato,"Yes, I only spoke English growing up",,,,How people evaluate instructions and chose a strategy to complete the game. ,,R_yqd7MQ08wfi56BH,580,0,1,0,0,Q167|qual_mc|qual_t
100,580,TRUE,R_28NieqZr9jP3N2I,9.56,9.56,12.223,1,0,0,3.586,0,5.588,5.588,15.316,1,7.766,48.79,52.9,7,31.948,35.676,40.132,2,4t5rE5y50d,82.979,86.807,89.298,2,RsZIj9fWvk,71.846,75.672,77.591,2, tCjqN48FNr ,76.823,80.366,82.298,2,KG1xRkgaWw,,,,7 - Extremely helpful,6,6,4,2,2,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,,25.814,48.189,52.83,12,I am assuming I did rather well so thought the top scorers would provide more valuable help than the ones starting around the middle percentile,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,I was more skilled than most people,I was as experienced as most people,"With a trackpad

",,58,Female,Other,potato,"Yes, I only spoke English growing up",,,,I honestly don't know,,R_28NieqZr9jP3N2I,580,1,0,0,0,Q167|qual_percs|qual_t
100,581,TRUE,R_1FsxmPvRRilnjGH,0,0,16.381,0,0,0,14.255,0,0,0,31.705,0,4.736,29.384,32.746,4,38.054,38.054,43.528,1,nlKZCcbhGz  ,84.004,84.004,88.472,1,E5HMRCCLf0,71.213,81.959,89.523,3,gaEmHs89w5     ,64.644,71.476,76.657,2,VKJ3yElRVp  ,,The participant who scored the best in the game,,,,,,,,,,,,,25.662,25.662,27.045,1,I figure if the person who scored the best was on top of his game and could give good advice about how to play the game effectively.,I'm not sure,,,A few times a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,59,Female,Other,potato,"Yes, I only spoke English growing up",,,,not really sure,,R_1FsxmPvRRilnjGH,581,0,0,0,0,Q167|qual_mc|qual_t
100,581,TRUE,R_1ozq99gPZeIbw50,0,0,39.324,0,0,0,3.414,0,0,0,24.971,0,4.797,19.63,21.595,4,24.348,24.348,28.294,1,z6zK6SWYQW  ,72.598,72.598,75.417,1,Ktod7FPZUn,68.816,68.816,71.838,1,mu0WeG246R,66.98,66.98,71.924,1,KMBW9deviz,,A participant who scored slightly better than you in the game,,,,,,,,,,,,,11.334,11.334,16.297,1,"It would be easier to follow the advice of someone who did better than me, but the advice from someone who did the best might not be easily put into practice","Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,33,Male,Other,potato.,"Yes, I only spoke English growing up",,,,dunno,Hi!,R_1ozq99gPZeIbw50,581,0,0,1,0,Q167|qual_mc|qual_t
100,581,TRUE,R_yVbIdmjLDXZiKLn,0,0,23.179,0,0,0,4,0,0,0,24.984,0,9.332,28.346,30.437,4,31.528,31.814,34.299,2,Bujb1gr8FW,81.223,81.223,82.733,1,XIpGiOmfj,70.434,70.434,72.123,1,LHhTrnRyj1  ,68.245,68.245,69.911,1,WZ1EonwUas  ,,,The participant who scored the best in the game,,,,,,,,,,,,30.387,30.387,31.507,1,I would prefer to get advice from the person who demonstrated the best performance.,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,39,Female,Other,potato,"No, English is not my native language. My native language is:",,Japanese,,Effects of native language on word games.,,R_yVbIdmjLDXZiKLn,581,1,1,0,0,Q167|qual_mc_na|qual_t
100,582,TRUE,R_3ilsTWQY5oRJxLV,0,0,12.625,0,0,0,4.594,0,0,0,10.382,0,10.755,41.018,43.57,4,21.867,36.779,40.568,4,ZHTejUQIh ,60.318,75.342,78.834,4,aB8cj2Kgdg ,15.075,74.027,78.062,4,kro0PoZgyr  ,14.255,74.865,79.02,7,cJWyjpSClG ,,,,,,,,,,,,,,75,3.188,12.595,17.38,5,"I would want someone who did well above average, but not at the extreme end (99) because the advice from an outlier might not be as useful to me.","No, I've never played any version of this game before",,,A few times a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,51,Female,Other,potato,"Yes, I only spoke English growing up",,,,,,R_3ilsTWQY5oRJxLV,582,0,1,0,0,Q167|qual_slide|qual_t
100,582,TRUE,R_qC62h7xVOq9tq25,0,0,14.982,0,0,0,4.837,0,0,0,27.091,0,88.207,106.697,109.625,4,26.59,26.59,30.695,1,E2QOQTKhk6  ,72.862,72.862,82.008,1,dhX7gh0O4D  ,69.706,69.706,72.45,1,T0zuLxdDqH  ,70.351,70.351,72.714,1,KCl7N1yyF6  ,,,The participant who scored the best in the game,,,,,,,,,,,,18.11,18.11,20.426,1,They would seem to be the most skilled.,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,50,Male,Other,potato,"Yes, I only spoke English growing up",,,,Our word scramble skills,,R_qC62h7xVOq9tq25,582,0,0,0,0,Q167|qual_mc_na|qual_t
100,582,TRUE,R_3m4TBxx1hkDyfEL,1.406,1.406,5.259,1,0,0,3.213,0,0,0,46.782,0,6.632,26.721,29.534,4,44.101,48.965,51.837,2,rUI8MU1jFU,74.611,74.611,78.875,1,P20QGM3bOI,72.324,72.324,75.852,1,JfU0FpPD2i,70.774,70.774,72.365,1,qw7Kl16wUw,,,,,,,,,,,,,,85,29.612,29.612,31.239,1,"Someone in the higher percentages, while not the highest, probably noticed something that others didn't. I feel that someone who instantly sees all the words probably has an innate sense of all that's in front of them.","No, I've never played any version of this game before",,,A few times a year,I was less skilled than most people,I was less experienced than most people,"Touch Screen

",,26,Male,Other,potato,"Yes, I spoke English and these other languages growing up:",Spanish,,,Visual perception,,R_3m4TBxx1hkDyfEL,582,0,0,0,0,Q167|qual_slide|qual_t
100,582,TRUE,R_2YKSygPDgAUUGxr,0,0,19.143,0,0,0,6.28,0,0,0,14.215,0,9.741,48.689,51.311,5,25.283,25.735,28.856,2,YMT7LxlJWX,80.559,80.559,84.271,1,m6DEc5JwVG,70.236,71.502,74.364,2,RiwGpffvW0,79.28,80.81,84.5,2,NytVSRuqqZ,,,"It won't matter, because there is no relationship between how well someone plays the game and how well they give advice about the game",,,,,,,,,,,,29.864,29.864,31.165,1,not all players who play well are good teachers,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I never play word-finding games,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,50,Male,Other,potato,"Yes, I only spoke English growing up",,,,,,R_2YKSygPDgAUUGxr,582,1,1,1,0,Q167|qual_mc_na|qual_t
100,583,TRUE,R_4NP71ajwEXEjrup,2.932,2.932,6.17,1,1.4,1.79,2.75,2,1.212,7.508,9.884,14,6.247,24.42,27.066,4,4.812,33.344,34.741,4,gmrVrP45W  ,74.233,74.233,75.928,1,uySBXUdzX  ,87.751,89.721,90.598,4,Jz34OmSYxt  ,43.805,69.55,71.659,2,NawOZLcOxq  ,,,,,,,,,,,,,,55,1.787,19.21,20.915,6,I would think that most people would not perform very well in this game because of the complexity of the interface and time limit,"No, I've never played any version of this game before",,,Less than once a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,29,Female,Other,potato,"Yes, I only spoke English growing up",,,,CAnnot say,,R_4NP71ajwEXEjrup,583,1,,0,0,Q167|qual_slide|qual_t
100,583,TRUE,R_1l4bLvlmuVIgGcn,0,0,4.263,0,0,0,2.359,0,0,0,14.297,0,6.081,49.014,51.079,9,55.327,55.677,56.894,2,13UzcwHr4X  ,71.887,71.887,73.264,1,qHVgPwgB0F,69.426,69.426,71.394,1,YYsI1y9WLv ,68.253,68.253,69.605,1,aOVP1lrKi ,,,,7 - Extremely helpful,6,5,4,3,2,2,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,,25.392,38.57,41.861,20,It would be more beneficial to seek help from someone who is at the top rather than someone constantly coming in last place would do nothing to increase my chances to getting to the top.,"No, I've never played any version of this game before",,,Less than once a year,I was less skilled than most people,I was as experienced as most people,"With a computer mouse

",,27,Male,Other,potato,"Yes, I only spoke English growing up",,,,seeking advice from leaguers?,,R_1l4bLvlmuVIgGcn,583,0,1,0,0,Q167|qual_percs|qual_t
100,584,TRUE,R_3njyrJPVAv4MQbH,0,0,6.166,0,0,0,2.685,0,0,0,26.362,0,3.922,18.338,20.974,4,0,0,36.132,0,60PbGb6ki9,0,0,77.049,0,3oCuQR7eb,0,0,74.87,0,i8sFyycHYu,0,0,72.984,0,evVxq38d1n,,,,3,3,3,4,4,2,2,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,,32.191,43.671,46.822,10,People in the upper percentiles probably won't give the best advice because they excelled at the game naturally.  People in the middle percentiles will probably have the best feedback since they performed moderately well and should have insight as to what they could have done better.  People in the lowest percentiles probably aren't adept enough to give any meaningful advice.,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,43,Male,Other,potato,"Yes, I only spoke English growing up",,,,How people compare their performance to others.,,R_3njyrJPVAv4MQbH,584,0,0,0,0,Q167|qual_percs|qual_t
100,584,TRUE,R_10uyox8RJkd0WEa,0,0,7.782,0,0,0,2.841,0,0,0,20.172,0,7.381,26.578,29.064,5,24.337,24.337,27.083,1,Sf3dfIeRJb  ,72.418,72.418,75.801,1,dPFjDcqMu  ,67.661,67.661,69.906,1,Z4L8CnvE6k  ,69.358,69.358,71.57,1,eXoRwZxPBZ  ,,,,6,6,7 - Extremely helpful,7 - Extremely helpful,7 - Extremely helpful,7 - Extremely helpful,6,6,5,4,,33.788,46.276,47.381,10,"Those who did great probably had no issues, so their advice may not be as helpful. Those who did above average or average are like me and may have advice that is more applicable to me. Those who did below average may have had issues that I could understand. Those who did very poor most likely didn't try.","Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,29,Female,Other,potato,"Yes, I only spoke English growing up",,,Playing with a track pad was difficult. I would click the first letter of a word and drag and it would only enter that word. This happened often.,Comparing people's abilities to create words quickly.,,R_10uyox8RJkd0WEa,584,1,0,0,0,Q167|qual_percs|qual_t
100,585,TRUE,R_vdWAmz0TPcQr8gF,0,0,13.243,0,0,0,3.846,0,0,0,33.395,0,10.58,39.037,41.284,38,4.813,42.533,46.096,8,MndxQiVLMr  ,6.376,79.375,82.083,9,uMaGuh4o1t  ,4.493,81.601,82.725,11,XkzmItQo7d  ,3.013,75.192,76.399,9,c3L90p57Rr,,,,,,,,,,,,,,95,11.383,43.437,45.461,8,I would want to ask the person who performed better as their strategy is probably the best.,"No, I've never played any version of this game before",,,Less than once a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,44,Male,Other,potato,"Yes, I only spoke English growing up",,,,I think it was about how people decide to seek advice for tasks.,,R_vdWAmz0TPcQr8gF,585,0,0,0,0,Q167|qual_slide|qual_t
100,585,TRUE,R_T1kGBPgYsTCIDrb,0,0,4.847,0,0,0,3.864,0,0,0,31.553,0,7.019,37.723,40.96,4,31.104,31.648,35.365,2,3zCNs2qNx,73.23,73.23,77.137,1,K5pmqS6p6r,69.209,69.209,73.254,1,V9x9e8xdxE,70.122,70.122,73.209,1,mkQf9Uo3lt,,,,,,,,,,,,,,60,40.728,47.941,49.082,2,I would like someone who paid a lot of attention to the task and was able to provide valuable information.,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 3 years,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,27,Male,Other,potato,"Yes, I only spoke English growing up",,,,How often word games are played.,,R_T1kGBPgYsTCIDrb,585,1,0,0,0,Q167|qual_slide|qual_t
100,585,TRUE,R_2an1CLDFvT3cB6w,4.736,4.736,5.22,1,0,0,3.518,0,0,0,22.355,0,6.417,26.225,27.985,5,19.507,19.942,22.63,2,tGU30tMOVr,76.847,80.22,84.254,2,dgKLnIBjVp  ,69.05,69.05,71.371,1,q776mWVwEb  ,20.087,73.657,76.63,4,tJCLx1LkID,who's advice would improve my score the most would be the highest scoring person ,,,,,,,,,,,,,,41.693,41.693,69.988,1,clearly who ever got the highest score would have understood the game the best,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,25,Male,Other,potato,"Yes, I only spoke English growing up",,,,what words are most common for a person ,,R_2an1CLDFvT3cB6w,585,1,1,0,0,Q167|qual_fr|qual_t
100,585,TRUE,R_1pRk79gMhKlhodT,0,0,16.111,0,0,0,5.003,0,0,0,23.213,0,7.267,31.827,36.57,5,34.392,34.88,39.693,2,1uMZOmapPU ,78.384,78.784,82.133,2,Ff8hVQKsTa  ,75.274,76.162,80.31,2,57NYJvS3r  ,74.614,78.87,83.136,3,OPU1iasR6x  ,,A participant who scored slightly better than you in the game,,,,,,,,,,,,,18.79,18.79,20.186,1,"I may not be able to implement the advice of the best performer right away, but my abilities could improve if I took the advice of someone who was slightly better than me. ","Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a month,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,31,Female,Other,potato,"Yes, I only spoke English growing up",,,,Not sure.,,R_1pRk79gMhKlhodT,585,1,0,0,0,Q167|qual_mc|qual_t
100,585,TRUE,R_3hoknu7bBZyz6en,0,0,10.844,0,0,0,2.42,0,0,0,16.256,0,7.454,36.27,39.809,4,42.071,42.071,44.954,1,2V4D3SBfEx,79.376,79.376,82.878,1,9dYo46qQyb,74.393,74.393,76.38,1,HBpOMo4OJm ,72.669,72.669,75.164,1,Nh6QWlpUiw ,,,,7 - Extremely helpful,6,6,6,5,4,4,3,2,1 - Extremely unhelpful,,34.431,51.436,55.737,10,"I felt the better they performed, the more helpful their advice would be.","No, I've never played any version of this game before",,,A few times a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,21,Male,Other,potato,"Yes, I only spoke English growing up",,,,Peoples puzzle solving abilities,,R_3hoknu7bBZyz6en,585,1,0,0,0,Q167|qual_percs|qual_t
100,585,TRUE,R_2VmaIrrOJkqKLJg,0,0,4.967,0,0,0,8.16,0,0,0,10.753,0,6.56,20.814,23.721,4,30.312,30.312,32.547,1,KdRCUgEdu7,22.981,71.671,73.717,3,f7T1spdRw,44.289,68.329,70.566,2,kbOj7oWYi,19.165,70.656,72.283,3,Xcte3GKTtZ,,,,5,5,4,3,3,3,3,2,2,2,,21.159,33.14,34.47,12,I WOULD NOT EXPECT HELP FROM THOSE IN THE LOWEST PERCENTILES TO IMPROVE MY SCORE.,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,A few times a month,I was more skilled than most people,I was as experienced as most people,"With a computer mouse

",,33,Female,Other,potato,"Yes, I only spoke English growing up",,,"IT WAS VERY DIFFICULT TO PLAY. I AM QUITE COMFORTABLE AND EXPERIENCED PLAYING SUCH WORD GAMES, BUT THE CLICKS OF MY MOUSE WERE USUALLY NOT RECOGNIZED. I AM USING MY OWN COMPUTER, ONE FAMILIAR TO ME, AND HAVE NEW BATTERIES IN MY MOUSE. THERE IS NO ISSUE REGARDING MY HARDWARE. BUT I WAS DEFINITELY SURPRISED BY HOW USER UN-FRIENDLY THE GAME WAS.",ABILITY TO PLAY/SOLVE WORD GAMES,,R_2VmaIrrOJkqKLJg,585,0,0,0,0,Q167|qual_percs|qual_t
100,586,TRUE,R_SGKAHpIi9HGQbCh,2.444,2.444,6.609,1,0,0,3.089,0,42.699,42.699,49.297,1,2.661,22.813,24.188,11,10.152,48.985,51.152,4,zq5MyGXjF,6.374,80.489,84.436,4,WVimji4vtT,1.881,77.138,80.367,4,Ilice2UBk,1.686,79.303,84.607,4,bmfQbqIQm4,,,,,,,,,,,,,,94,23.283,31.824,33.865,3,"If somebody did exceptionally well, I would like to see if they used any kind of trick or technique.","Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,31,Male,Other,potato,"Yes, I only spoke English growing up",,,,no idea,,R_SGKAHpIi9HGQbCh,586,0,0,0,0,Q167|qual_slide|qual_t
100,586,TRUE,R_wTpfYDYkWpEgTFD,0,0,10.078,0,5.536,5.536,9.501,1,0,0,16.242,0,6.258,44.393,47.517,4,30.628,35.772,37.153,3,YQ2VzxkvUp,76.62,76.948,81.037,2,wf8R20dsM,73.053,73.445,77.502,2,iGZDeZtaBT,71.368,74.062,75.905,3,HR0HBcXNbR ,,,,6,6,6,5,5,3,3,3,3,4,,19.808,36.904,39.529,10,The people who scored would have a very good idea of how to play this game.,"No, I've never played any version of this game before",,,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,26,Female,Other,potato,"Yes, I spoke English and these other languages growing up:",Spanish,,,How people play puzzle games,,R_wTpfYDYkWpEgTFD,586,1,1,0,0,Q167|qual_percs|qual_t
